flag,code,category,description_da,description_en,detail
F10_diverge_official,LAB_nace_743010,LAB_nace,Kontrol af levnedsmidler,Control of food additives,official='Technical testing and analysis'  r=0.36
F10_diverge_official,LAB_nace_553010,LAB_nace,Restauranter,Restaurants,official='Restaurants and mobile food service activities'  r=0.39
F10_diverge_official,LAB_nace_801030,LAB_nace,Ungdoms- og efterskoler,Youth and continuation schools,official='General secondary education'  r=0.35
F10_diverge_official,LAB_nace_522600,LAB_nace,Tobaksforretninger,Tobacco shops,official='Retail sale of tobacco products in specialised sto'  r=0.33
F10_diverge_official,LAB_nace_275100,LAB_nace,Støbning af jernprodukter,Iron product casting,official='Casting of iron'  r=0.40
F10_diverge_official,LAB_nace_853245,LAB_nace,Revalideringsinstitutioner,Rehabilitation institutions,official='Social work activities without accommodation for t'  r=0.26
F10_diverge_official,LAB_nace_282200,LAB_nace,Fremstilling af radiatorer og kedler til centralvarmeanlæg,Production of radiators and boilers for central heating systems,official='Manufacture of central heating radiators and boile'  r=0.49
F10_diverge_official,LAB_nace_551010,LAB_nace,Hoteller,Hotels,official='Hotels and similar accommodation'  r=0.32
F10_diverge_official,LAB_nace_853210,LAB_nace,Vuggestuer,Day nurseries,official='Child day-care activities'  r=0.37
F10_diverge_official,LAB_nace_703210,LAB_nace,Administration af fast ejendom på kontraktbasis,Contract administration of real estate,official='Management of real estate on a fee or contract bas'  r=0.38
F10_diverge_official,LAB_nace_853110,LAB_nace,Døgninstitutioner for børn og unge,Day institutions for children and youth,official='Other residential care activities'  r=0.19
F10_diverge_official,LAB_nace_702040,LAB_nace,Udlejning af erhvervsejendomme,Leasing of commercial property,official='Rental and operating of own or leased real estate'  r=0.46
F10_diverge_official,LAB_nace_801020,LAB_nace,Specialskoler for handicappede,Special schools for disabled students,official='Primary education'  r=0.30
F10_diverge_official,LAB_nace_853120,LAB_nace,Familiepleje,Family-based foster care,official='Other residential care activities'  r=0.32
F10_diverge_official,LAB_nace_524860,LAB_nace,Cykel- og knallertforretninger,Bicycle and firearm retail trade,official='Retail sale of sporting equipment in specialised s'  r=0.23
F10_diverge_official,LAB_nace_851440,LAB_nace,Psykologisk rådgivning,Psychological counseling,official='Other human health activities'  r=0.23
F10_diverge_official,LAB_nace_631200,LAB_nace,Oplagrings- og pakhusvirksomhed,Storage and warehouse operations,official='Warehousing and storage'  r=0.44
F10_diverge_official,LAB_nace_401100,LAB_nace,Produktion af elektricitet,Electricity production,official='Production of electricity'  r=0.47
F10_diverge_official,LAB_nace_521140,LAB_nace,Discountforretninger,Discount stores,"official='Retail sale in non-specialised stores with food, b'  r=0.19"
F10_diverge_official,LAB_nace_651200,LAB_nace,"Banker, sparekasser og andelskasser","Banking, savings and loan associations",official='Other monetary intermediation'  r=0.30
F10_diverge_official,LAB_nace_514320,LAB_nace,Engroshandel med radio og tv mv.,Wholesale trade of radios and TVs etc.,official='Wholesale of electrical household appliances'  r=0.49
F10_diverge_official,LAB_nace_853235,LAB_nace,Hjemmehjælp,Home help services,official='Social work activities without accommodation for t'  r=0.24
F10_diverge_official,LAB_nace_521130,LAB_nace,Supermarkeder,Supermarkets,"official='Retail sale in non-specialised stores with food, b'  r=0.15"
F10_diverge_official,LAB_nace_652230,LAB_nace,Realkreditinstitutter,Mortgage-credit institutions,official='Other credit granting'  r=0.45
F10_diverge_official,LAB_nace_742030,LAB_nace,Opstilling og levering af færdige fabriksanlæg,Installation and delivery of complete factory plants,official='Engineering activities and related technical consu'  r=0.37
F10_diverge_official,LAB_nace_930110,LAB_nace,Erhvervs- og institutionsvaskerier,Commercial and institutional laundries,official='Washing and (dry-)cleaning of textile and fur prod'  r=0.33
F10_diverge_official,LAB_nace_741410,LAB_nace,Landbrugskonsulenter,Agricultural consultants,"official='Other professional, scientific and technical activ'  r=0.29"
F10_diverge_official,LAB_nace_930210,LAB_nace,Frisørsaloner,Beauty salons,official='Hairdressing and other beauty treatment'  r=0.35
F10_diverge_official,LAB_nace_702030,LAB_nace,Anden udlejning af boliger,Other letting of dwelling houses,official='Rental and operating of own or leased real estate'  r=0.40
F10_diverge_official,LAB_nace_403000,LAB_nace,Varmeforsyning,Heat supply,official='Steam and air conditioning supply'  r=0.45
F10_diverge_official,LAB_nace_524875,LAB_nace,Blomsterforretninger,Florists,"official='Retail sale of flowers, plants, seeds, fertilisers'  r=0.16"
F10_diverge_official,LAB_nace_930220,LAB_nace,Skønheds- og hudpleje,Beauty and skin care,official='Hairdressing and other beauty treatment'  r=0.31
F10_diverge_official,LAB_nace_511900,LAB_nace,Agenturhandel med blandet sortiment,Mixed assortment agency trading,official='Agents involved in the sale of a variety of goods'  r=0.17
F10_diverge_official,LAB_nace_524100,LAB_nace,"Detailhandel med kjolestoffer, garn, broderier mv.","Retail trade in knitting yarns, sewing thread, embroidery, etc.",official='Retail sale of textiles in specialised stores'  r=0.40
F10_diverge_official,LAB_nace_851310,LAB_nace,Praktiserende tandlæger,Practicing dentists,official='Dental practice activities'  r=0.49
F10_diverge_official,LAB_nace_522200,LAB_nace,Slagter- og viktualieforretninger,Meat and provision retail trade,official='Retail sale of meat and meat products in specialis'  r=0.38
F10_diverge_official,LAB_nace_927100,LAB_nace,Lotteri- og anden spillevirksomhed,Lottery and other gaming operations,official='Gambling and betting activities'  r=0.45
F10_diverge_official,LAB_nace_513420,LAB_nace,Engroshandel med vin og spiritus,Wholesale trade in wine and spirits,official='Wholesale of beverages'  r=0.49
F10_diverge_official,LAB_nace_551120,LAB_nace,Konferencecentre og kursusejendomme,Conference centers and training facilities,official='Hotels and similar accommodation'  r=0.41
F10_diverge_official,LAB_nace_524885,LAB_nace,Dyrehandel,Pet shops,"official='Retail sale of flowers, plants, seeds, fertilisers'  r=0.16"
F10_diverge_official,LAB_nace_261300,LAB_nace,"Fremstilling af flasker, drikkeglas mv.","Production of bottles, drinking glasses etc.",official='Manufacture of hollow glass'  r=0.43
F10_diverge_official,LAB_nace_702020,LAB_nace,Private andelsboligforeninger,Private housing co-operatives,official='Rental and operating of own or leased real estate'  r=0.36
F10_diverge_official,LAB_nace_552200,LAB_nace,Campingpladser,Campsites,"official='Camping grounds, recreational vehicle parks and tr'  r=0.26"
F10_diverge_official,LAB_nace_632110,LAB_nace,"Stationer, godsterminaler mv.","Terminals, freight terminals etc.",official='Service activities incidental to land transportati'  r=0.27
F10_diverge_official,LAB_nace_331020,LAB_nace,Fremstilling af høreapparater og dele hertil,Manufacture of hearing aids and parts thereof,"official='Manufacture of irradiation, electromedical and ele'  r=0.47"
F10_diverge_official,LAB_nace_524410,LAB_nace,Møbelforretninger,Furniture retailing,"official='Retail sale of furniture, lighting equipment and o'  r=0.25"
F10_diverge_official,LAB_nace_514310,LAB_nace,Engroshandel med hårde hvidevarer,Wholesale trade of hard white goods,official='Wholesale of electrical household appliances'  r=0.48
F10_diverge_official,LAB_nace_703220,LAB_nace,Ejerforeninger,Homeowners associations,official='Management of real estate on a fee or contract bas'  r=0.29
F10_diverge_official,LAB_nace_551020,LAB_nace,Konferencecentre og kursusejendomme,Conference centers and training facilities,official='Hotels and similar accommodation'  r=0.41
F10_diverge_official,LAB_nace_747030,LAB_nace,Vinduespolering,Window cleaning,official='Other building and industrial cleaning activities'  r=0.38
F10_diverge_official,LAB_nace_621000,LAB_nace,Ruteflyvning,Scheduled flights,official='Passenger air transport'  r=0.35
F10_diverge_official,LAB_nace_900100,LAB_nace,Opsamling og behandling af spildevand,Collection and treatment of wastewater,official='Sewerage'  r=0.22
F10_diverge_official,LAB_nace_523100,LAB_nace,Apoteker,Pharmacies,official='Dispensing chemist in specialised stores'  r=0.28
F10_diverge_official,LAB_nace_410000,LAB_nace,Vandforsyning,Water supply,"official='Water collection, treatment and supply'  r=0.49"
F10_diverge_official,LAB_nace_524630,LAB_nace,Farve- og tapetforretninger,Paint and wallpaper retail trade,"official='Retail sale of hardware, paints and glass in speci'  r=0.21"
F10_diverge_official,LAB_nace_925130,LAB_nace,Arkiver,Archives,official='Library and archives activities'  r=0.41
F10_diverge_official,LAB_nace_747040,LAB_nace,Skorstensfejning,Chimney sweeping,official='Other building and industrial cleaning activities'  r=0.15
F10_diverge_official,LAB_nace_502060,LAB_nace,Dækservice,Roofing service,official='Maintenance and repair of motor vehicles'  r=0.29
F10_diverge_official,LAB_nace_851470,LAB_nace,Kiropraktorer,Chiropractors,official='Other human health activities'  r=0.29
F10_diverge_official,LAB_nace_524320,LAB_nace,Lædervareforretninger,Leather goods manufacturing,official='Retail sale of footwear and leather goods in speci'  r=0.36
F10_diverge_official,LAB_nace_632220,LAB_nace,Lystbådehavne,Yachting harbors,official='Other amusement and recreation activities'  r=0.18
F10_diverge_official,LAB_nace_926220,LAB_nace,Lystbådehavne,Yachting harbors,official='Other amusement and recreation activities'  r=0.18
F10_diverge_official,LAB_nace_245200,LAB_nace,"Fremstilling af parfume, hårshampoo, tandpasta mv.","Production of perfumes, hair shampoo, toothpaste etc.",official='Manufacture of perfumes and toilet preparations'  r=0.49
F10_diverge_official,LAB_nace_652320,LAB_nace,Investeringsselskaber,Investment companies,"official='Trusts, funds and similar financial entities'  r=0.25"
F10_diverge_official,LAB_nace_524835,LAB_nace,Kunsthandel og gallerivirksomhed,Art trade and gallery business,official='Other retail sale of new goods in specialised stor'  r=0.27
F10_diverge_official,LAB_nace_602420,LAB_nace,Flytteforretninger,Moving companies,official='Removal services'  r=0.44
F10_diverge_official,LAB_nace_524310,LAB_nace,Skotøjsforretninger,Shoe retail stores,official='Retail sale of footwear and leather goods in speci'  r=0.32
F10_diverge_official,LAB_nace_524430,LAB_nace,Boligtekstilforretninger,Home textile retailing,"official='Retail sale of furniture, lighting equipment and o'  r=0.16"
F10_diverge_official,LAB_nace_748600,LAB_nace,Call centres virksomhed,Call center operation,official='Activities of call centres'  r=0.43
F10_diverge_official,LAB_nace_524520,LAB_nace,Radio- og tv-forretninger,Radio and television operations,official='Retail sale of audio and video equipment in specia'  r=0.41
F10_diverge_official,LAB_nace_923110,LAB_nace,Teater- og koncertvirksomhed,Theater and concert activities,official='Performing arts'  r=0.31
F10_diverge_official,LAB_nace_155200,LAB_nace,Fremstilling af konsumis,Production of consumer goods,official='Manufacture of ice cream'  r=0.35
F10_diverge_official,LAB_nace_524880,LAB_nace,Planteforhandlere og havecentre,Nursery trade and garden centers,"official='Retail sale of flowers, plants, seeds, fertilisers'  r=0.33"
F10_diverge_official,LAB_nace_652310,LAB_nace,Investeringsforeninger,Investment associations (mutual funds),"official='Trusts, funds and similar financial entities'  r=0.22"
F10_diverge_official,LAB_nace_524855,LAB_nace,Forhandlere af lystbåde og udstyr hertil,Dealers in pleasure boats and accessories,official='Retail sale of sporting equipment in specialised s'  r=0.33
F10_diverge_official,LAB_nace_524240,LAB_nace,Babyudstyrs- og børnetøjsforretninger,Baby and children's goods retailing,official='Retail sale of clothing in specialised stores'  r=0.23
F10_diverge_official,LAB_nace_266200,LAB_nace,Fremstilling af byggematerialer af gips,Manufacture of gypsum building materials,official='Manufacture of plaster products for construction p'  r=0.45
F10_diverge_official,LAB_nace_921300,LAB_nace,Biografer,Cinemas,official='Motion picture projection activities'  r=0.23
F10_diverge_official,LAB_nace_502040,LAB_nace,Undervognsbehandling,Undercoating (vehicle rust-proofing),official='Maintenance and repair of motor vehicles'  r=0.39
F10_diverge_official,LAB_nace_524825,LAB_nace,Fotoforretninger,Photo-supply shops,official='Other retail sale of new goods in specialised stor'  r=0.23
F10_diverge_official,LAB_nace_632130,LAB_nace,"Drift af betalingsveje, -broer og -tunneler","Operation of toll roads, bridges and tunnels",official='Service activities incidental to land transportati'  r=0.15
F10_diverge_official,LAB_nace_524540,LAB_nace,Forhandlere af musikinstrumenter,Dealers in musical instruments,"official='Retail sale of furniture, lighting equipment and o'  r=0.32"
F10_diverge_official,LAB_nace_401200,LAB_nace,Transmission af elektricitet,Electricity transmission,official='Transmission of electricity'  r=0.47
F10_diverge_official,LAB_nace_335000,LAB_nace,Fremstilling af ure,Production of uranium,official='Manufacture of watches and clocks'  r=0.33
F10_diverge_official,LAB_nace_511710,LAB_nace,Fiskeauktioner,Fish auctions,"official='Agents involved in the sale of food, beverages and'  r=0.17"
F10_diverge_official,LAB_nace_451200,LAB_nace,Funderingsundersøgelser,Foundation investigations,official='Test drilling and boring'  r=0.37
F10_diverge_official,LAB_nace_623000,LAB_nace,Rumfart,Spaceflight,official='Space transport'  r=0.46
F10_diverge_official,LAB_db07_999999,LAB_db07,Uoplyst aktivitet,Activity not stated,official='Activities of extraterritorial organisations and b'  r=0.38
