family,code,suffix,own_label_da,own_label_en,own_conf,best_cross_family,best_cross_code,best_cross_label_da,best_cross_label_en,cooc_support,cooc_share,cooc_lift,recommended_label_da,recommended_label_en,recommended_source,recommended_confidence,cross_all,source
branche,LAB_branche_77_35119,77_35119,,,,nace,241300,,,8113,0.0302,897.71,,,none,none,"{""nace"": {""code"": ""241300"", ""n"": 8113, ""share"": 0.0302, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_35121,77_35121,,,,nace,241500,,,1275,0.9961,5176.066,,,none,none,"{""nace"": {""code"": ""241500"", ""n"": 1275, ""share"": 0.9961, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_35122,77_35122,,,,nace,242000,,,1409,0.9915,4879.384,,,none,none,"{""nace"": {""code"": ""242000"", ""n"": 1409, ""share"": 0.9915, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_35131,77_35131,,,,nace,241600,,,1619,0.9969,3931.202,,,none,none,"{""nace"": {""code"": ""241600"", ""n"": 1619, ""share"": 0.9969, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_35132,77_35132,,,,nace,252130,,,11018,0.0347,652.746,,,none,none,"{""nace"": {""code"": ""252130"", ""n"": 11018, ""share"": 0.0347, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_35133,77_35133,,,,,,,,,,,,,none,none,{},empirical_industry_crosswalk
branche,LAB_branche_77_35210,77_35210,,,,nace,243000,,,6494,0.9156,1078.782,,,none,none,"{""nace"": {""code"": ""243000"", ""n"": 6494, ""share"": 0.9156, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_35220,77_35220,,,,nace,244200,,,28674,0.7707,249.39,,,none,none,"{""nace"": {""code"": ""244200"", ""n"": 28674, ""share"": 0.7707, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_35231,77_35231,,,,nace,245110,,,3793,0.9209,1872.564,,,none,none,"{""nace"": {""code"": ""245110"", ""n"": 3793, ""share"": 0.9209, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_35232,77_35232,,,,nace,245200,,,1621,0.8748,3902.22,,,none,none,"{""nace"": {""code"": ""245200"", ""n"": 1621, ""share"": 0.8748, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_35291,77_35291,,,,nace,246100,,,80,0.8875,89267.607,,,none,none,"{""nace"": {""code"": ""246100"", ""n"": 80, ""share"": 0.8875, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_35292,77_35292,,,,nace,245120,,,2828,0.9982,1643.038,,,none,none,"{""nace"": {""code"": ""245120"", ""n"": 2828, ""share"": 0.9982, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_35293,77_35293,,,,nace,366310,,,1982,0.9384,3513.825,,,none,none,"{""nace"": {""code"": ""366310"", ""n"": 1982, ""share"": 0.9384, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_35294,77_35294,,,,nace,246200,,,508,1.0,14174.855,,,none,none,"{""nace"": {""code"": ""246200"", ""n"": 508, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_35295,77_35295,,,,nace,246400,,,123,0.561,38138.94,,,none,none,"{""nace"": {""code"": ""246400"", ""n"": 123, ""share"": 0.561, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_35299,77_35299,,,,nace,246600,,,2935,0.9445,2076.285,,,none,none,"{""nace"": {""code"": ""246600"", ""n"": 2935, ""share"": 0.9445, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_35300,77_35300,,,,nace,232000,,,1311,1.0,2715.449,,,none,none,"{""nace"": {""code"": ""232000"", ""n"": 1311, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_35401,77_35401,,,,nace,268210,,,5529,0.9246,982.886,,,none,none,"{""nace"": {""code"": ""268210"", ""n"": 5529, ""share"": 0.9246, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_35402,77_35402,,,,,,,,,,,,,none,none,{},empirical_industry_crosswalk
branche,LAB_branche_77_35409,77_35409,,,,nace,232000,,,2285,0.2013,546.655,,,none,none,"{""nace"": {""code"": ""232000"", ""n"": 2285, ""share"": 0.2013, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_35510,77_35510,,,,nace,251200,,,692,0.8006,9242.617,,,none,none,"{""nace"": {""code"": ""251200"", ""n"": 692, ""share"": 0.8006, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_35590,77_35590,,,,nace,251300,,,5155,0.9779,1338.091,,,none,none,"{""nace"": {""code"": ""251300"", ""n"": 5155, ""share"": 0.9779, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_35601,77_35601,,,,nace,252200,,,12187,0.9726,557.7,,,none,none,"{""nace"": {""code"": ""252200"", ""n"": 12187, ""share"": 0.9726, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_35609,77_35609,,,,nace,252420,,,28224,0.0443,250.719,,,none,none,"{""nace"": {""code"": ""252420"", ""n"": 28224, ""share"": 0.0443, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_36101,77_36101,,,,nace,262300,,,141,0.0851,52075.0,,,none,none,"{""nace"": {""code"": ""262300"", ""n"": 141, ""share"": 0.0851, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_36102,77_36102,,,,nace,262500,,,4776,0.0634,1474.143,,,none,none,"{""nace"": {""code"": ""262500"", ""n"": 4776, ""share"": 0.0634, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_36103,77_36103,,,,,,,,,,,,,none,none,{},empirical_industry_crosswalk
branche,LAB_branche_77_36201,77_36201,,,,nace,261100,,,2888,0.0201,2304.089,,,none,none,"{""nace"": {""code"": ""261100"", ""n"": 2888, ""share"": 0.0201, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_36202,77_36202,,,,nace,261500,,,4067,0.1215,1735.154,,,none,none,"{""nace"": {""code"": ""261500"", ""n"": 4067, ""share"": 0.1215, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_36911,77_36911,,,,nace,263000,,,1933,0.0698,3689.228,,,none,none,"{""nace"": {""code"": ""263000"", ""n"": 1933, ""share"": 0.0698, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_36912,77_36912,,,,,,,,,,,,,none,none,{},empirical_industry_crosswalk
branche,LAB_branche_77_36921,77_36921,,,,nace,265100,,,1558,0.9897,4547.666,,,none,none,"{""nace"": {""code"": ""265100"", ""n"": 1558, ""share"": 0.9897, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_36922,77_36922,,,,nace,265200,,,49,0.9388,127648.696,,,none,none,"{""nace"": {""code"": ""265200"", ""n"": 49, ""share"": 0.9388, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_36923,77_36923,,,,nace,266400,,,712,0.9817,9509.909,,,none,none,"{""nace"": {""code"": ""266400"", ""n"": 712, ""share"": 0.9817, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_36991,77_36991,,,,nace,267000,,,1355,0.9107,5143.762,,,none,none,"{""nace"": {""code"": ""267000"", ""n"": 1355, ""share"": 0.9107, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_36992,77_36992,,,,nace,266300,,,2497,0.9063,2707.276,,,none,none,"{""nace"": {""code"": ""266300"", ""n"": 2497, ""share"": 0.9063, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_36993,77_36993,,,,nace,266500,,,13853,0.0767,515.487,,,none,none,"{""nace"": {""code"": ""266500"", ""n"": 13853, ""share"": 0.0767, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_36994,77_36994,,,,nace,261400,,,5732,0.9937,1181.039,,,none,none,"{""nace"": {""code"": ""261400"", ""n"": 5732, ""share"": 0.9937, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_36995,77_36995,,,,nace,266200,,,1041,0.9779,6767.528,,,none,none,"{""nace"": {""code"": ""266200"", ""n"": 1041, ""share"": 0.9779, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_36996,77_36996,,,,nace,268100,,,188,1.0,27295.818,,,none,none,"{""nace"": {""code"": ""268100"", ""n"": 188, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_36999,77_36999,,,,nace,268220,,,4283,0.5321,1630.639,,,none,none,"{""nace"": {""code"": ""268220"", ""n"": 4283, ""share"": 0.5321, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_37101,77_37101,,,,nace,273300,,,5906,0.0378,1221.333,,,none,none,"{""nace"": {""code"": ""273300"", ""n"": 5906, ""share"": 0.0378, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_37102,77_37102,,,,nace,275100,,,2167,0.9455,3299.785,,,none,none,"{""nace"": {""code"": ""275100"", ""n"": 2167, ""share"": 0.9455, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_37201,77_37201,,,,nace,274400,,,7435,0.0203,962.083,,,none,none,"{""nace"": {""code"": ""274400"", ""n"": 7435, ""share"": 0.0203, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_37202,77_37202,,,,nace,275400,,,1595,0.2376,4508.333,,,none,none,"{""nace"": {""code"": ""275400"", ""n"": 1595, ""share"": 0.2376, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_38110,77_38110,,,,nace,286100,,,9973,0.0566,720.907,,,none,none,"{""nace"": {""code"": ""286100"", ""n"": 9973, ""share"": 0.0566, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_38121,77_38121,,,,nace,361200,,,4995,0.9171,606.284,,,none,none,"{""nace"": {""code"": ""361200"", ""n"": 4995, ""share"": 0.9171, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_38122,77_38122,,,,nace,315000,,,4942,1.0,808.298,,,none,none,"{""nace"": {""code"": ""315000"", ""n"": 4942, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_38131,77_38131,,,,nace,281200,,,36057,0.0904,195.026,,,none,none,"{""nace"": {""code"": ""281200"", ""n"": 36057, ""share"": 0.0904, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_38132,77_38132,,,,nace,282100,,,6414,0.5131,985.985,,,none,none,"{""nace"": {""code"": ""282100"", ""n"": 6414, ""share"": 0.5131, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_38133,77_38133,,,,nace,272200,,,6974,0.9794,977.299,,,none,none,"{""nace"": {""code"": ""272200"", ""n"": 6974, ""share"": 0.9794, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_38190,77_38190,,,,nace,282200,,,2256,0.9038,1654.94,,,none,none,"{""nace"": {""code"": ""282200"", ""n"": 2256, ""share"": 0.9038, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_38191,77_38191,,,,nace,287200,,,5487,0.8034,1311.401,,,none,none,"{""nace"": {""code"": ""287200"", ""n"": 5487, ""share"": 0.8034, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_38192,77_38192,,,,nace,292100,,,3401,0.3734,2025.008,,,none,none,"{""nace"": {""code"": ""292100"", ""n"": 3401, ""share"": 0.3734, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_38193,77_38193,,,,nace,291300,,,21412,0.9922,329.338,,,none,none,"{""nace"": {""code"": ""291300"", ""n"": 21412, ""share"": 0.9922, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_38194,77_38194,,,,nace,287400,,,1000,0.993,3025.385,,,none,none,"{""nace"": {""code"": ""287400"", ""n"": 1000, ""share"": 0.993, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_38195,77_38195,,,,nace,285100,,,9694,0.9746,710.862,,,none,none,"{""nace"": {""code"": ""285100"", ""n"": 9694, ""share"": 0.9746, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_38196,77_38196,,,,,,,,,,,,,none,none,{},empirical_industry_crosswalk
branche,LAB_branche_77_38197,77_38197,,,,nace,287400,,,1316,1.0,3046.712,,,none,none,"{""nace"": {""code"": ""287400"", ""n"": 1316, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_38198,77_38198,,,,nace,287300,,,2471,0.9494,2837.256,,,none,none,"{""nace"": {""code"": ""287300"", ""n"": 2471, ""share"": 0.9494, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_38199,77_38199,,,,nace,287520,,,25850,0.0594,274.565,,,none,none,"{""nace"": {""code"": ""287520"", ""n"": 25850, ""share"": 0.0594, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_38208,77_38208,,,,,,,,,,,,,none,none,{},empirical_industry_crosswalk
branche,LAB_branche_77_38210,77_38210,,,,nace,291190,,,339,0.8643,15905.357,,,none,none,"{""nace"": {""code"": ""291190"", ""n"": 339, ""share"": 0.8643, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_38220,77_38220,,,,nace,293220,,,16153,0.2854,431.981,,,none,none,"{""nace"": {""code"": ""293220"", ""n"": 16153, ""share"": 0.2854, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_38231,77_38231,,,,,,,,,,,,,none,none,{},empirical_industry_crosswalk
branche,LAB_branche_77_38232,77_38232,,,,nace,295610,,,9348,0.3021,713.696,,,none,none,"{""nace"": {""code"": ""295610"", ""n"": 9348, ""share"": 0.3021, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_38233,77_38233,,,,nace,295100,,,522,0.9617,12280.435,,,none,none,"{""nace"": {""code"": ""295100"", ""n"": 522, ""share"": 0.9617, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_38241,77_38241,,,,nace,295400,,,1891,0.9265,3427.129,,,none,none,"{""nace"": {""code"": ""295400"", ""n"": 1891, ""share"": 0.9265, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_38242,77_38242,,,,nace,295340,,,20084,0.151,352.798,,,none,none,"{""nace"": {""code"": ""295340"", ""n"": 20084, ""share"": 0.151, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_38243,77_38243,,,,nace,295500,,,1036,0.9981,6785.556,,,none,none,"{""nace"": {""code"": ""295500"", ""n"": 1036, ""share"": 0.9981, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_38249,77_38249,,,,nace,295290,,,15802,0.14,433.501,,,none,none,"{""nace"": {""code"": ""295290"", ""n"": 15802, ""share"": 0.14, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_38250,77_38250,,,,,,,,,,,,,none,none,{},empirical_industry_crosswalk
branche,LAB_branche_77_38251,77_38251,,,,nace,300200,,,8491,0.5838,805.744,,,none,none,"{""nace"": {""code"": ""300200"", ""n"": 8491, ""share"": 0.5838, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_38252,77_38252,,,,nace,292410,,,721,0.9931,9632.306,,,none,none,"{""nace"": {""code"": ""292410"", ""n"": 721, ""share"": 0.9931, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_38280,77_38280,,,,nace,285200,,,28755,0.8556,239.429,,,none,none,"{""nace"": {""code"": ""285200"", ""n"": 28755, ""share"": 0.8556, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_38291,77_38291,,,,nace,295390,,,2439,0.9045,1369.023,,,none,none,"{""nace"": {""code"": ""295390"", ""n"": 2439, ""share"": 0.9045, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_38292,77_38292,,,,nace,297200,,,3928,0.7095,1514.892,,,none,none,"{""nace"": {""code"": ""297200"", ""n"": 3928, ""share"": 0.7095, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_38293,77_38293,,,,nace,297130,,,10777,0.0843,667.355,,,none,none,"{""nace"": {""code"": ""297130"", ""n"": 10777, ""share"": 0.0843, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_38294,77_38294,,,,nace,292220,,,20368,0.2065,331.565,,,none,none,"{""nace"": {""code"": ""292220"", ""n"": 20368, ""share"": 0.2065, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_38295,77_38295,,,,,,,,,,,,,none,none,{},empirical_industry_crosswalk
branche,LAB_branche_77_38296,77_38296,,,,nace,291400,,,1708,0.9977,4031.579,,,none,none,"{""nace"": {""code"": ""291400"", ""n"": 1708, ""share"": 0.9977, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_38297,77_38297,,,,,,,,,,,,,none,none,{},empirical_industry_crosswalk
branche,LAB_branche_77_38298,77_38298,,,,,,,,,,,,,none,none,{},empirical_industry_crosswalk
branche,LAB_branche_77_38299,77_38299,,,,nace,291230,,,40281,0.043,177.67,,,none,none,"{""nace"": {""code"": ""291230"", ""n"": 40281, ""share"": 0.043, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_38311,77_38311,,,,nace,311030,,,16637,0.2424,395.881,,,none,none,"{""nace"": {""code"": ""311030"", ""n"": 16637, ""share"": 0.2424, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_38312,77_38312,,,,nace,316220,,,4890,0.8928,1391.586,,,none,none,"{""nace"": {""code"": ""316220"", ""n"": 4890, ""share"": 0.8928, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_38321,77_38321,,,,nace,323020,,,13700,0.2956,521.406,,,none,none,"{""nace"": {""code"": ""323020"", ""n"": 13700, ""share"": 0.2956, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_38329,77_38329,,,,nace,321090,,,22136,0.1301,323.391,,,none,none,"{""nace"": {""code"": ""321090"", ""n"": 22136, ""share"": 0.1301, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_38331,77_38331,,,,nace,297120,,,752,0.992,3997.799,,,none,none,"{""nace"": {""code"": ""297120"", ""n"": 752, ""share"": 0.992, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_38332,77_38332,,,,nace,297190,,,1880,0.8862,2822.894,,,none,none,"{""nace"": {""code"": ""297190"", ""n"": 1880, ""share"": 0.8862, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_38391,77_38391,,,,nace,313000,,,3933,0.9647,1692.086,,,none,none,"{""nace"": {""code"": ""313000"", ""n"": 3933, ""share"": 0.9647, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_38392,77_38392,,,,nace,314000,,,557,0.9928,12590.407,,,none,none,"{""nace"": {""code"": ""314000"", ""n"": 557, ""share"": 0.9928, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_38393,77_38393,,,,,,,,,,,,,none,none,{},empirical_industry_crosswalk
branche,LAB_branche_77_38399,77_38399,,,,nace,312090,,,7720,0.4482,927.259,,,none,none,"{""nace"": {""code"": ""312090"", ""n"": 7720, ""share"": 0.4482, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_38411,77_38411,,,,nace,351100,,,15759,1.0,224.208,,,none,none,"{""nace"": {""code"": ""351100"", ""n"": 15759, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_38412,77_38412,,,,nace,351200,,,3881,0.9498,1737.764,,,none,none,"{""nace"": {""code"": ""351200"", ""n"": 3881, ""share"": 0.9498, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_38413,77_38413,,,,nace,291110,,,5464,0.821,1285.906,,,none,none,"{""nace"": {""code"": ""291110"", ""n"": 5464, ""share"": 0.821, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_38419,77_38419,,,,nace,351100,,,16659,0.9679,217.021,,,none,none,"{""nace"": {""code"": ""351100"", ""n"": 16659, ""share"": 0.9679, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_38420,77_38420,,,,nace,352000,,,1418,0.9986,4745.773,,,none,none,"{""nace"": {""code"": ""352000"", ""n"": 1418, ""share"": 0.9986, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_38431,77_38431,,,,nace,341000,,,363,0.3802,20227.479,,,none,none,"{""nace"": {""code"": ""341000"", ""n"": 363, ""share"": 0.3802, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_38432,77_38432,,,,nace,342000,,,9865,0.9804,709.953,,,none,none,"{""nace"": {""code"": ""342000"", ""n"": 9865, ""share"": 0.9804, ""label_da"": """"}}",empirical_industry_crosswalk
branche,LAB_branche_77_38439,77_38439,,,,nace,343000,,,8306,0.9682,836.573,,,none,none,"{""nace"": {""code"": ""343000"", ""n"": 8306, ""share"": 0.9682, ""label_da"": """"}}",empirical_industry_crosswalk
