SPEC6,SPEC6_TXT,SPEC4_TXT,SPEC3_TXT,SPEC6_FRA,SPEC6_TIL
450655,dU-Protein,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450656,U-Glucose,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450675,U-Tuberkelb. m?d,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450676,dU-Vanillinmand.,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450677,Urat,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450679,dU-Urat,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450683,Urobilin,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450698,U-ukendt us.,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450718,sm-Bakt.us.dyrk+res.,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450723,Ekspektorat - TB,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450737,sm-Kibrick test,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450748,Spermaus. redu.pris,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450749,Spermaus.fertil.,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450750,Spermaus.e.ster.,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450760,Gluc.tol.0 min,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450761,Gluc.tol.120 min,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450762,Lac.be.gluc 0min,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450763,Lac.be.gluc15min,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450764,Lac.be.gluc30min,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450765,Lac.be.glucose 45 mi,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450766,Lac.be.gluc60min,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450767,Lac.be.glucose 75 mi,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450768,Glucose faste kl. 08,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450769,Glucose ej fa. kl. 1,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450770,Glucose ej fastende,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450771,Glucose ikke fastend,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450772,Glucose ikke fastend,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450773,Glucose ikke fastend,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450774,Udv.Gluc.tol 60m,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450775,"Glucosetolerance,120",Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450776,Udv.Gluc.tol 180,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450777,Udv.Gluc.tol 240,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450799,Chol. VLDL beregning,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450801,Blod i f'ces 1,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450802,Blod i f'ces 2,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450803,Blod i f'ces 3,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450804,F-lipider 3 dg,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450805,F-Mykologisk us.,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450807,F-Parasit mikro.,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450809,F-Rotavirus,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450810,F-Porphyriner,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450811,F-Patogene bakt.,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450850,Urinvejskonkrem.,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450865,Kapil. bl>dn.tid,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450867,Kapill'rres.Bexelius,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450869,Ledv'ske unders.,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450870,Cortisol 0 ACTH,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450871,Cortisol 30 ACTH,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450873,f-Orm + ormeled  U D,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450875,F-Oxyuris'ganal,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450877,"Svedchloridtest,UDG?",Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450878,Schillingtest I,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450879,Schillingt. I+II,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450880,Diurese 24 timer,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450888,"Svedtest,ledningsevn",Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450891,TRH-belastning   -,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450893,Xylose-belastn.,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450895,Urinpr>vetag. asept.,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450906,Ekko-kardiografi,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450907,Hjemme BT-mÅling,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450908,D>gn BT-mÅling,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450909,Ekg hvile,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450911,Arbejds-ekg,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450912,Event-recording,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450913,"Audiometri,tone/tale",Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450914,Ankeltr. Doppler,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450915,"Audiometri, tone   U",Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450916,Gangtest,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450917,Fowlers pr>ve   UDG?,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450918,Tympanometri   UDG?E,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450919,Dist.tryk.oextr.,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450920,Dist.tryk.uextr.,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450921,Eeg,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450923,Eeg m/s>vnkurve,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450927,Lungef.u.bron,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450928,Lungef.f/e bron.,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450929,Lungef.e.steroid,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450931,Peak flow mÅling,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450932,Arb.test v.astma,Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450935,"Priktest,stand.",Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
450936,"Priktest,spec.",Medicinsk Laborator.,Medicinsk Laborator.,1/1/2006,12/31/2006
808602,MFR-vaccinat. 2 år,MFR-vaccinationer,Profylakse,1/1/1990,12/31/2005
808603,MFR-vaccinat. 3 år,MFR-vaccinationer,Profylakse,1/1/1990,12/31/2005
808604,MFR-vaccinat. 4 år,MFR-vaccinationer,Profylakse,1/1/1990,12/31/2005
808605,MFR-vaccinat. 5 år,MFR-vaccinationer,Profylakse,1/1/1990,12/31/2005
808606,MFR-vaccinat. 6 år,MFR-vaccinationer,Profylakse,1/1/1990,12/31/2005
808607,MFR-vaccinat. 7 år,MFR-vaccinationer,Profylakse,1/1/1990,12/31/2005
808608,MFR-vaccinat. 8 år,MFR-vaccinationer,Profylakse,1/1/1990,12/31/2005
808609,MFR-vaccinat. 9 år,MFR-vaccinationer,Profylakse,1/1/1990,12/31/2005
808610,MFR-vaccinat. 10 år,MFR-vaccinationer,Profylakse,1/1/1990,12/31/2005
808611,MFR-vaccinat. 11 år,MFR-vaccinationer,Profylakse,1/1/1990,12/31/2005
808612,MFR-vaccinat. 12 år,MFR-vaccinationer,Profylakse,1/1/1990,12/31/2005
808613,MFR-vaccinat. 13 år,MFR-vaccinationer,Profylakse,1/1/1990,12/31/2005
808614,MFR-vaccinat. 14 år,MFR-vaccinationer,Profylakse,1/1/1990,12/31/2005
808615,MFR-vaccinat. 15 år,MFR-vaccinationer,Profylakse,1/1/1990,12/31/2005
808616,MFR-vaccinat. 16 år,MFR-vaccinationer,Profylakse,1/1/1990,12/31/2005
808617,MFR-vaccinat. 17 år,MFR-vaccinationer,Profylakse,1/1/1990,12/31/2005
808618,Tel. henv. til foræl,MFR-vaccinationer,Profylakse,1/1/1990,12/31/2005
808700,Tillæg til vacc.hon.,Tillæg til vacc.hon.,Profylakse,1/1/1990,12/31/2005
808701,Tillæg v. MFR-vacc.,Tillæg til vacc.hon.,Profylakse,1/1/1990,12/31/2005
808702,Tillæg v. Hib-vacc.,Tillæg til vacc.hon.,Profylakse,1/1/1990,12/31/2005
808703,Tillæg v. kighostev.,Tillæg til vacc.hon.,Profylakse,1/1/1990,12/31/2005
808704,Till.v. Di-Te-Pol-v.,Tillæg til vacc.hon.,Profylakse,1/1/1990,12/31/2005
808705,Till. v. Di-Te-vacc.,Tillæg til vacc.hon.,Profylakse,1/1/1990,12/31/2005
808706,Tillæg.vac.Di-Te-Ki,Tillæg til vacc.hon.,Profylakse,1/1/1990,12/31/2005
808800,Vacc. kv. røde hunde,Vacc. kv. røde hunde,Profylakse,1/1/1990,12/31/2005
808801,Vacc. kv. røde hunde,Vacc. kv. røde hunde,Profylakse,1/1/1990,12/31/2005
808900,Profylakse Kørsel,Profylakse Kørsel,Profylakse,1/1/1990,12/31/2005
808901,Tillæg til vacc.hon.,Profylakse Kørsel,Profylakse,1/1/1990,12/31/2005
808920,Infl.vacc. over 65år,Profylakse Kørsel,Profylakse,1/1/1990,12/31/2005
808921,Infl.vacc. 65år hjem,Profylakse Kørsel,Profylakse,1/1/1990,12/31/2005
808991,Kørselsgodtg. I,Profylakse Kørsel,Profylakse,1/1/1990,12/31/2005
808992,Kørselsgodtg. II,Profylakse Kørsel,Profylakse,1/1/1990,12/31/2005
809000,Kørsel,Kørsel,Kørsel,1/1/1990,12/31/2005
809001,Kørselsgodtgør.  I,Kørsel,Kørsel,1/1/1990,12/31/2005
809002,Kørselsgodtgør. II,Kørsel,Kørsel,1/1/1990,12/31/2005
809003,kørselsgodtg. Viborg,Kørsel,Kørsel,1/1/1990,12/31/2005
809820,Infl.vacc. over 65år,Kørsel,Kørsel,1/1/1990,12/31/2005
809821,Infl.vacc. 65år hjem,Kørsel,Kørsel,1/1/1990,12/31/2005
810000,KFA-VAGTORDNING 81,KFA-VAGTORDNING 81,KFA-VAGTORDNING 81,1/1/1990,12/31/2005
810100,Grundyd. Prgf. 82.2,Grundyd. Prgf. 82.2,KFA-VAGTORDNING 81,1/1/1990,12/31/2005
810101,Konsultation,Grundyd. Prgf. 82.2,KFA-VAGTORDNING 81,1/1/1990,12/31/2005
810102,Beh. 2.sikr.i sa.hj.,Grundyd. Prgf. 82.2,KFA-VAGTORDNING 81,1/1/1990,12/31/2005
810400,Besøg,Besøg,KFA-VAGTORDNING 81,1/1/1990,12/31/2005
810471,Besøg,Besøg,KFA-VAGTORDNING 81,1/1/1990,12/31/2005
810500,Visitation,Visitation,KFA-VAGTORDNING 81,1/1/1990,12/31/2005
810501,Telf.kons.uden besøg,Visitation,KFA-VAGTORDNING 81,1/1/1990,12/31/2005
810502,Telf.kons.med besøg,Visitation,KFA-VAGTORDNING 81,1/1/1990,12/31/2005
810600,Visitation,Visitation,KFA-VAGTORDNING 81,1/1/1990,12/31/2005
810602,Telf.kons.med  besøg,Visitation,KFA-VAGTORDNING 81,1/1/1990,12/31/2005
811000,Grundyd. Prgf. 80.2,Grundyd. Prgf. 80.2,Grundyd. Prgf. 80.2,1/1/1990,12/31/2005
811100,Konsultation,Konsultation,Grundyd. Prgf. 80.2,1/1/1990,12/31/2005
811101,Konsultation,Konsultation,Grundyd. Prgf. 80.2,1/1/1990,12/31/2005
811200,Institutionstillæg,Institutionstillæg,Grundyd. Prgf. 80.2,1/1/1990,12/31/2005
811208,Flere v. inst. besøg,Institutionstillæg,Grundyd. Prgf. 80.2,1/1/1990,12/31/2005
811300,Receptfornyelse,Receptfornyelse,Grundyd. Prgf. 80.2,1/1/1990,12/31/2005
811301,Receptfornyelse,Receptfornyelse,Grundyd. Prgf. 80.2,1/1/1990,12/31/2005
812000,Tillægsyd & Afst.Til,Tillægsyd & Afst.Til,Tillægsyd & Afst.Til,1/1/1990,12/31/2005
812100,Tillægsydelser,Tillægsydelser,Tillægsyd & Afst.Til,1/1/1990,12/31/2005
812101,Blodtagning Fra åre,Tillægsydelser,Tillægsyd & Afst.Til,1/1/1990,12/31/2005
812102,Udtagning af prøve,Tillægsydelser,Tillægsyd & Afst.Til,1/1/1990,12/31/2005
812103,Fjernelse af Vorter,Tillægsydelser,Tillægsyd & Afst.Til,1/1/1990,12/31/2005
812104,Blærekaterisation,Tillægsydelser,Tillægsyd & Afst.Til,1/1/1990,12/31/2005
812105,Fremmedlegeme øj. Mv,Tillægsydelser,Tillægsyd & Afst.Til,1/1/1990,12/31/2005
812106,Fjernelse Af Ørevoks,Tillægsydelser,Tillægsyd & Afst.Til,1/1/1990,12/31/2005
812107,Fremmedlegeme Hud Mv,Tillægsydelser,Tillægsyd & Afst.Til,1/1/1990,12/31/2005
812108,Næsetamponade M.V,Tillægsydelser,Tillægsyd & Afst.Til,1/1/1990,12/31/2005
812109,Anlæg. Af Im.Bandage,Tillægsydelser,Tillægsyd & Afst.Til,1/1/1990,12/31/2005
812110,Rectoscopi,Tillægsydelser,Tillægsyd & Afst.Til,1/1/1990,12/31/2005
812111,1. Beh. Knoglebrud,Tillægsydelser,Tillægsyd & Afst.Til,1/1/1990,12/31/2005
812112,1. Beh. Større Sår,Tillægsydelser,Tillægsyd & Afst.Til,1/1/1990,12/31/2005
812113,Biopsi M. Mikroskopi,Tillægsydelser,Tillægsyd & Afst.Til,1/1/1990,12/31/2005
812114,Repos./ Paraphimosis,Tillægsydelser,Tillægsyd & Afst.Til,1/1/1990,12/31/2005
812115,Fjernelse af Negl,Tillægsydelser,Tillægsyd & Afst.Til,1/1/1990,12/31/2005
812116,Paracent.- Trommehnd,Tillægsydelser,Tillægsyd & Afst.Til,1/1/1990,12/31/2005
812117,Fjern. Af Svulster,Tillægsydelser,Tillægsyd & Afst.Til,1/1/1990,12/31/2005
812118,Operation/betændelse,Tillægsydelser,Tillægsyd & Afst.Til,1/1/1990,12/31/2005
812119,Tapning af Væske,Tillægsydelser,Tillægsyd & Afst.Til,1/1/1990,12/31/2005
812120,Venesectio Tilrådet,Tillægsydelser,Tillægsyd & Afst.Til,1/1/1990,12/31/2005
812121,Andre Bety. Operat,Tillægsydelser,Tillægsyd & Afst.Til,1/1/1990,12/31/2005
812122,Brud af Skinneben Mv,Tillægsydelser,Tillægsyd & Afst.Til,1/1/1990,12/31/2005
812123,Repos. Store Led,Tillægsydelser,Tillægsyd & Afst.Til,1/1/1990,12/31/2005
812124,St. Udbr. Læsioner,Tillægsydelser,Tillægsyd & Afst.Til,1/1/1990,12/31/2005
812125,Oplivningsforsøg,Tillægsydelser,Tillægsyd & Afst.Til,1/1/1990,12/31/2005
812126,Operat. -Fissura Ani,Tillægsydelser,Tillægsyd & Afst.Til,1/1/1990,12/31/2005
812127,Fødselshjælp/abort,Tillægsydelser,Tillægsyd & Afst.Til,1/1/1990,12/31/2005
812128,Fødselshj./intraute,Tillægsydelser,Tillægsyd & Afst.Til,1/1/1990,12/31/2005
812129,Fødsel   1t.-Sygehus,Tillægsydelser,Tillægsyd & Afst.Til,1/1/1990,12/31/2005
812130,Kollegial Assistance,Tillægsydelser,Tillægsyd & Afst.Til,1/1/1990,12/31/2005
812131,Ligsyn M. Dødsattest,Tillægsydelser,Tillægsyd & Afst.Til,1/1/1990,12/31/2005
812132,Urinprøvetagning,Tillægsydelser,Tillægsyd & Afst.Til,1/1/1990,12/31/2005
812133,Podning Til Dyrkning,Tillægsydelser,Tillægsyd & Afst.Til,1/1/1990,12/31/2005
812134,Ligsyn udf.dødsa.s.1,Tillægsydelser,Tillægsyd & Afst.Til,1/1/1990,12/31/2005
812135,Udstedelse dødsa.s.2,Tillægsydelser,Tillægsyd & Afst.Til,1/1/1990,12/31/2005
812137,Ud. pacemaker,Tillægsydelser,Tillægsyd & Afst.Til,1/1/1990,12/31/2005
812140,Vejl.Af Svang. 2140,Tillægsydelser,Tillægsyd & Afst.Til,1/1/1990,12/31/2005
812141,Fortsat Kontrol 2141,Tillægsydelser,Tillægsyd & Afst.Til,1/1/1990,12/31/2005
812142,Vejl. Af Svang. 2142,Tillægsydelser,Tillægsyd & Afst.Til,1/1/1990,12/31/2005
812143,Vejl. Af Svang. 2143,Tillægsydelser,Tillægsyd & Afst.Til,1/1/1990,12/31/2005
812144,Vejl. Af Svang. 2144,Tillægsydelser,Tillægsyd & Afst.Til,1/1/1990,12/31/2005
812145,Fjern. af implanon,Tillægsydelser,Tillægsyd & Afst.Til,1/1/1990,12/31/2005
812161,Tillæg kval. tolk,Tillægsydelser,Tillægsyd & Afst.Til,1/1/1990,12/31/2005
812200,Rejsetil./p.T.Ledsag,Rejsetil./p.T.Ledsag,Tillægsyd & Afst.Til,1/1/1990,12/31/2005
812201,Lægehjælp 2201,Rejsetil./p.T.Ledsag,Tillægsyd & Afst.Til,1/1/1990,12/31/2005
812302,Afst.takst ov. 10 km,Tillægsyd & Afst.Til,Tillægsyd & Afst.Til,1/1/1990,12/31/2005
812400,Ef-Borgere,Ef-Borgere,Tillægsyd & Afst.Til,1/1/1990,12/31/2005
812401,Akutte Tilfælde Ef,Ef-Borgere,Tillægsyd & Afst.Til,1/1/1990,12/31/2005
812402,Sikr.u.adg.t.lægepr.,Ef-Borgere,Tillægsyd & Afst.Til,1/1/1990,12/31/2005
812403,ukendt,Ef-Borgere,Tillægsyd & Afst.Til,1/1/1990,12/31/2005
812500,Rejsetil./p.T.Ledsag,Rejsetil./p.T.Ledsag,Tillægsyd & Afst.Til,1/1/1990,12/31/2005
812502,Lægehjælp      2502,Rejsetil./p.T.Ledsag,Tillægsyd & Afst.Til,1/1/1990,12/31/2005
815000,Attester og tandudt.,Attester og tandudt.,Attester og tandudt.,1/1/1990,12/31/2005
815001,Sindslid. 1. Indlæg,Attester og tandudt.,Attester og tandudt.,1/1/1990,12/31/2005
815002,Sindslid. Genindlæg,Attester og tandudt.,Attester og tandudt.,1/1/1990,12/31/2005
815003,Sindslid. Tvangsindl,Attester og tandudt.,Attester og tandudt.,1/1/1990,12/31/2005
815004,Nervesanatorier M.V,Attester og tandudt.,Attester og tandudt.,1/1/1990,12/31/2005
815005,Alkoholklinik,Attester og tandudt.,Attester og tandudt.,1/1/1990,12/31/2005
815100,Tandudtrækninger,Tandudtrækninger,Attester og tandudt.,1/1/1990,12/31/2005
815101,Pr. tand,Tandudtrækninger,Attester og tandudt.,1/1/1990,12/31/2005
816000,Almindelig Tandpleje,Almindelig Tandpleje,Almindelig Tandpleje,1/1/1990,12/31/2005
816700,Tandudtrækninger,Tandudtrækninger,Almindelig Tandpleje,1/1/1990,12/31/2005
816701,1. Tand,Tandudtrækninger,Almindelig Tandpleje,1/1/1990,12/31/2005
816702,Anden Tand Samme Bes,Tandudtrækninger,Almindelig Tandpleje,1/1/1990,12/31/2005
816703,Flg. Tand Samme Bes,Tandudtrækninger,Almindelig Tandpleje,1/1/1990,12/31/2005
816704,Maximum/måned   6704,Tandudtrækninger,Almindelig Tandpleje,1/1/1990,12/31/2005
817000,Lab. Undersøgelser,Lab. Undersøgelser,Lab. Undersøgelser,1/1/1990,12/31/2005
817100,Lab. Undersøgelser,Lab. Undersøgelser,Lab. Undersøgelser,1/1/1990,12/31/2005
817101,Urin v. stix       1,Lab. Undersøgelser,Lab. Undersøgelser,1/1/1990,12/31/2005
817102,I. Urin (mikros.)  3,Lab. Undersøgelser,Lab. Undersøgelser,1/1/1990,12/31/2005
817103,"II. Bakt.,tric.,sv.3",Lab. Undersøgelser,Lab. Undersøgelser,1/1/1990,12/31/2005
817104,III. Andet (mikro.)3,Lab. Undersøgelser,Lab. Undersøgelser,1/1/1990,12/31/2005
817105,I. Bakterier(dyrk.)3,Lab. Undersøgelser,Lab. Undersøgelser,1/1/1990,12/31/2005
817106,II. Svampe (dyrk.) 3,Lab. Undersøgelser,Lab. Undersøgelser,1/1/1990,12/31/2005
817107,III. Andet (dyrk.) 3,Lab. Undersøgelser,Lab. Undersøgelser,1/1/1990,12/31/2005
817108,B-hæmoglob.(fotom.)4,Lab. Undersøgelser,Lab. Undersøgelser,1/1/1990,12/31/2005
817109,Svælg-strept.antig.4,Lab. Undersøgelser,Lab. Undersøgelser,1/1/1990,12/31/2005
817110,Mononucleosefaktor 4,Lab. Undersøgelser,Lab. Undersøgelser,1/1/1990,12/31/2005
817111,Spermaundersøgelse 5,Lab. Undersøgelser,Lab. Undersøgelser,1/1/1990,12/31/2005
817112,Audiometriunders. 10,Lab. Undersøgelser,Lab. Undersøgelser,1/1/1990,12/31/2005
817113,Udv.lungefunkt.und.9,Lab. Undersøgelser,Lab. Undersøgelser,1/1/1990,12/31/2005
817120,C-Reaktivt Protein,Lab. Undersøgelser,Lab. Undersøgelser,1/1/1990,12/31/2005
817136,B-glukose (fotom.) 4,Lab. Undersøgelser,Lab. Undersøgelser,1/1/1990,12/31/2005
817150,Prothrombin        6,Lab. Undersøgelser,Lab. Undersøgelser,1/1/1990,12/31/2005
817151,Urin F.Keton U/stix1,Lab. Undersøgelser,Lab. Undersøgelser,1/1/1990,12/31/2005
817152,3 u. f.blod i fæces5,Lab. Undersøgelser,Lab. Undersøgelser,1/1/1990,12/31/2005
817153,Urin F. Blod U/stix1,Lab. Undersøgelser,Lab. Undersøgelser,1/1/1990,12/31/2005
817154,Blødningstid       1,Lab. Undersøgelser,Lab. Undersøgelser,1/1/1990,12/31/2005
817155,Elkard. exc. præc. 6,Lab. Undersøgelser,Lab. Undersøgelser,1/1/1990,12/31/2005
817156,Elkard. inkl. præc.9,Lab. Undersøgelser,Lab. Undersøgelser,1/1/1990,12/31/2005
817157,Fasteventrikelsekr 2,Lab. Undersøgelser,Lab. Undersøgelser,1/1/1990,12/31/2005
817158,Galdefarvest.I Urin1,Lab. Undersøgelser,Lab. Undersøgelser,1/1/1990,12/31/2005
817159,B-glukose (stix)   1,Lab. Undersøgelser,Lab. Undersøgelser,1/1/1990,12/31/2005
817160,Urin F. Gluk.U/stix1,Lab. Undersøgelser,Lab. Undersøgelser,1/1/1990,12/31/2005
817161,Gonococcer  Sekret.3,Lab. Undersøgelser,Lab. Undersøgelser,1/1/1990,12/31/2005
817165,Hormonundersøgelser1,Lab. Undersøgelser,Lab. Undersøgelser,1/1/1990,12/31/2005
817166,B-hæmogl.(u/fotom.)1,Lab. Undersøgelser,Lab. Undersøgelser,1/1/1990,12/31/2005
817167,Kapillærresistenspr3,Lab. Undersøgelser,Lab. Undersøgelser,1/1/1990,12/31/2005
817168,Se-kreatinin       5,Lab. Undersøgelser,Lab. Undersøgelser,1/1/1990,12/31/2005
817169,Mikroskopi Af Urin 3,Lab. Undersøgelser,Lab. Undersøgelser,1/1/1990,12/31/2005
817170,Orm. Ormeled I Fæc 1,Lab. Undersøgelser,Lab. Undersøgelser,1/1/1990,12/31/2005
817171,Ormeæg I Fæces     6,Lab. Undersøgelser,Lab. Undersøgelser,1/1/1990,12/31/2005
817172,Ormeæg I Analafskr 2,Lab. Undersøgelser,Lab. Undersøgelser,1/1/1990,12/31/2005
817173,Oscillometri 2 Extr6,Lab. Undersøgelser,Lab. Undersøgelser,1/1/1990,12/31/2005
817174,Oscillometri 4extr10,Lab. Undersøgelser,Lab. Undersøgelser,1/1/1990,12/31/2005
817175,"Svang.reak.,urinc. 4",Lab. Undersøgelser,Lab. Undersøgelser,1/1/1990,12/31/2005
817176,Urin F.Prot. U/stix1,Lab. Undersøgelser,Lab. Undersøgelser,1/1/1990,12/31/2005
817177,Sænkningsreaktion  2,Lab. Undersøgelser,Lab. Undersøgelser,1/1/1990,12/31/2005
817178,Trichomonas Vaginal3,Lab. Undersøgelser,Lab. Undersøgelser,1/1/1990,12/31/2005
817179,Dyrk. Af Bakterier 3,Lab. Undersøgelser,Lab. Undersøgelser,1/1/1990,12/31/2005
817181,Urinstof I Serum   3,Lab. Undersøgelser,Lab. Undersøgelser,1/1/1990,12/31/2005
817182,Urobilin I Urin    3,Lab. Undersøgelser,Lab. Undersøgelser,1/1/1990,12/31/2005
817183,Lungefunkt. unders.3,Lab. Undersøgelser,Lab. Undersøgelser,1/1/1990,12/31/2005
817184,Differentialtælling6,Lab. Undersøgelser,Lab. Undersøgelser,1/1/1990,12/31/2005
817185,Erytrocytvolumen   1,Lab. Undersøgelser,Lab. Undersøgelser,1/1/1990,12/31/2005
817186,Leucocytter        3,Lab. Undersøgelser,Lab. Undersøgelser,1/1/1990,12/31/2005
817187,Rat                3,Lab. Undersøgelser,Lab. Undersøgelser,1/1/1990,12/31/2005
817188,Thrombocytter      3,Lab. Undersøgelser,Lab. Undersøgelser,1/1/1990,12/31/2005
817189,Urin Til Resistens 6,Lab. Undersøgelser,Lab. Undersøgelser,1/1/1990,12/31/2005
098155,"Urinundersøg., stix",Undersøg. Af Gravide,Profylakse,1/1/2006,12/31/2006
098156,I. Mirkosk. urin,Undersøg. Af Gravide,Profylakse,1/1/2006,12/31/2006
098157,II. Mikro. Bakt. ol.,Undersøg. Af Gravide,Profylakse,1/1/2006,12/31/2006
098158,III. Mikro. a. bio.,Undersøg. Af Gravide,Profylakse,1/1/2006,12/31/2006
098159,I. Bakterier,Undersøg. Af Gravide,Profylakse,1/1/2006,12/31/2006
098160,5. Hj. Fødende 9uger,Undersøg. Af Gravide,Profylakse,1/1/2006,12/31/2006
098161,II. Svampe,Undersøg. Af Gravide,Profylakse,1/1/2006,12/31/2006
098162,III. Andet,Undersøg. Af Gravide,Profylakse,1/1/2006,12/31/2006
098164,B-hæmoglobin (fotom),Undersøg. Af Gravide,Profylakse,1/1/2006,12/31/2006
