description_da,n_rows,sample_value,specialty_code,specialty_name_en,spec4_txt,spec3_txt,plo_fuller,current_bad_en
"Øjenlægehjælp, Oper. Blefarokal. An",2,194009,19,Ophthalmology service,Operationer Analog.,Operationer Analog.,,"Eye Doctor Assistance, Blepharoplasty Operation An"
"Øjenlægehjælp, Oper. Blefarokalasis",2,193109,19,Ophthalmology service,Flg. Operation,Operationer,,"Eye Medical Help, Surgical Blepharoplasty"
"Øjenlægehjælp, Oper. grå stær/B042",1,195120,19,Ophthalmology service,Flg. Ope. Rammeaft.,Ydelser Rammeaftaler,,"Eye medical assistance, Surgical procedure code/strength/B042"
"Øjenlægehjælp, Operat. F. Chalaz.An",2,194005,19,Ophthalmology service,Operationer Analog.,Operationer Analog.,,"Eye medical help, Surgical F. Chalazion"
"Øjenlægehjælp, Operat. F. Chalazion",2,193005,19,Ophthalmology service,Operationer,Operationer,,"Eye Medical Help, Surgical Treatment for Chalazion"
"Øjenlægehjælp, Opr. grå stær A30",1,195075,19,Ophthalmology service,Ydelser Rammeaftaler,Ydelser Rammeaftaler,,"Eye physician assistance, Operation strabismus mild A30"
"Øjenlægehjælp, Opr. grå stær A76",1,195027,19,Ophthalmology service,Ydelser Rammeaftaler,Ydelser Rammeaftaler,,"Ophthalmology assistance, Initial examination of eye A76"
"Øjenlægehjælp, Opr. grå stær Amt76",1,195023,19,Ophthalmology service,Ydelser Rammeaftaler,Ydelser Rammeaftaler,,"Ophthalmological help, Operative group strong County76"
"Øjenlægehjælp, Opr. gråstær A15",1,195014,19,Ophthalmology service,Ydelser Rammeaftaler,Ydelser Rammeaftaler,,"Ophthalmology Help, Operative Glaucoma A15"
"Øjenlægehjælp, Opr.for gråstær/B035",1,195012,19,Ophthalmology service,Ydelser Rammeaftaler,Ydelser Rammeaftaler,,"Eye care, Treatment for conjunctivitis/B035."
"Øjenlægehjælp, Ortoptisk Vurd. M.V.",1,192001,19,Ophthalmology service,Tillægsydelser,Tillægsydelser,,"Eye Care, Orthoptic Assessment M.V."
"Øjenlægehjælp, Pachymetri",1,195025,19,Ophthalmology service,Ydelser Rammeaftaler,Ydelser Rammeaftaler,,"Eye Doctor Help, Pachymetry"
"Øjenlægehjælp, Retin Fotokoagulat.",1,193501,19,Ophthalmology service,Operat. og undersøg.,Operationer,,"Eye Care, Retinal Photocoagulation"
"Øjenlægehjælp, Retin. Fotokoagulat.",1,195001,19,Ophthalmology service,Ydelser Rammeaftaler,Ydelser Rammeaftaler,,"Eye Help, Retinal Photocoagulation"
"Øjenlægehjælp, Retin.fotokoagul. Fg",1,193601,19,Ophthalmology service,Følg. operationer,Operationer,,"Ophthalmology Help, Retinal Photocoagulation Fg"
"Øjenlægehjælp, Retinal fotokoagula",1,196430,19,Ophthalmology service,Ov.Yd. Efterstær 1.,Overgangsydelser,,"Ophthalmological help, Retinal photocoagulation"
"Øjenlægehjælp, Senere Konsultation",1,190130,19,Ophthalmology service,Konsultation,Øjenlægehjælp,,"Ophthalmological assistance, Later Consultation"
"Øjenlægehjælp, Skeleoperation",2,193012,19,Ophthalmology service,Operationer,Operationer,,"Ophthalmological assistance, Skeletal operation"
"Øjenlægehjælp, Skeleoperation  An.",1,194012,19,Ophthalmology service,Operationer Analog.,Operationer Analog.,,"Eye Medical Help, Skeletal Operation An."
"Øjenlægehjælp, Skeleoperation An.",1,194112,19,Ophthalmology service,Flg. Operation Anal.,Operationer Analog.,,"Eye help, Skeletal operation An."
"Øjenlægehjælp, Sonder. Tåreveje",2,193006,19,Ophthalmology service,Operationer,Operationer,,"Eye care, Sonde insertion"
"Øjenlægehjælp, Sonder. Tåreveje An",1,194006,19,Ophthalmology service,Operationer Analog.,Operationer Analog.,,"Eye care, Sonde insertion"
"Øjenlægehjælp, Sonder. Tåreveje An.",1,194106,19,Ophthalmology service,Flg. Operation Anal.,Operationer Analog.,,"Eye physician assistance, Specialized. Transverse vein of retina An."
"Øjenlægehjælp, Sub. Injek. o. Bl.An",2,194001,19,Ophthalmology service,Operationer Analog.,Operationer Analog.,,"Eye Care, Subconjunctival Injection and Blood Sampling"
"Øjenlægehjælp, Sub. Injek. og Blok.",2,193101,19,Ophthalmology service,Flg. Operation,Operationer,,"Eye medical assistance, Sub. Injection and Block."
"Øjenlægehjælp, Særlig stæropr/B013",1,195016,19,Ophthalmology service,Ydelser Rammeaftaler,Ydelser Rammeaftaler,,"Eye physician assistance, Special strabismus/B013"
"Øjenlægehjælp, Telefonkonsultation",2,190201,19,Ophthalmology service,Tlf. Konsultation,Øjenlægehjælp,,"Ophthalmological assistance, Telephone consultation"
"Øjenlægehjælp, Tolk ifm. kons.  3",1,195310,19,Ophthalmology service,3-aftaler,Ydelser Rammeaftaler,,"Eye Doctor Assistance, Interpreter with consultation 3"
"Øjenlægehjælp, Us. diab.komp. amt60",2,195111,19,Ophthalmology service,Flg. Ope. Rammeaft.,Ydelser Rammeaftaler,,"Eye care assistance, Unspecified diabetic retinopathy region60"
"Øjenlægehjælp, Ventel.grå stær/B015",1,195011,19,Ophthalmology service,Ydelser Rammeaftaler,Ydelser Rammeaftaler,,"Eye medical assistance, Waiting group large/B015"
"Øjenlægehjælp, YAGlaser følg.opera.",1,195109,19,Ophthalmology service,Flg. Ope. Rammeaft.,Ydelser Rammeaftaler,,"Eye doctor assistance, YAG laser follow-up operation"
"Øjenlægehjælp, Ydelser Rammeaftaler",1,195000,19,Ophthalmology service,Ydelser Rammeaftaler,Ydelser Rammeaftaler,,"Ophthalmological Assistance, Services Under Agreements"
"Øjenlægehjælp, grå stær opr. a76",1,195028,19,Ophthalmology service,Ydelser Rammeaftaler,Ydelser Rammeaftaler,,"Eye Doctor Assistance, urgent operation a76"
"Øjenlægehjælp, indber.screen.diab.",1,195121,19,Ophthalmology service,Flg. Ope. Rammeaft.,Ydelser Rammeaftaler,,"Ophthalmological help, initial screening diabetes"
"Øjenlægehjælp, kons.tillægsyd.u.fon",1,195017,19,Ophthalmology service,Ydelser Rammeaftaler,Ydelser Rammeaftaler,,"Ophthalmology assistance, consultative treatment outpatient"
"Øjenlægehjælp, opr gråstær I/forund",1,195070,19,Ophthalmology service,Ydelser Rammeaftaler,Ydelser Rammeaftaler,,"Ophthalmology help, Foreign body removal I/eyelid"
"Øjenlægehjælp, opr. blefarokalasis",1,196422,19,Ophthalmology service,Ov.Yd. Efterstær 1.,Overgangsydelser,,"Ophthalmology Help, Blepharoplasty Operation"
"Øjenlægehjælp, opr.grå st.indl.intr",1,196439,19,Ophthalmology service,Ov.Yd. Efterstær 1.,Overgangsydelser,,"Eye Care Help, Operation Great Strabismus Indirect Intramuscular"
"Øjenlægehjælp, tillæg tolkebistand",1,190161,19,Ophthalmology service,Konsultation,Øjenlægehjælp,,"Eye Doctor Help, need for interpreter assistance"
"Øjenlægehjælp, tlf.rådg.prakt.læge",1,190205,19,Ophthalmology service,Tlf. Konsultation,Øjenlægehjælp,,"Eye Doctor Help, Phone Consultation General Practitioner"
"Øjenlægehjælp, tolkebistand",1,192161,19,Ophthalmology service,Tillægsydelser,Tillægsydelser,,"Eye Care, interpreter assistance"
"Øjenlægehjælp, ukendt",3,196417,19,Ophthalmology service,Ov.Yd. Efterstær 1.,Overgangsydelser,,"Eye care, unspecified"
"Øjenlægehjælp, viktrektomi og neth.",1,195029,19,Ophthalmology service,Ydelser Rammeaftaler,Ydelser Rammeaftaler,,"Eye care assistance, emergency rectal and nasal surgery."
"Øjenlægehjælp, ¤ 3 grå stær SST A",1,196416,19,Ophthalmology service,Ov.Yd. Efterstær 1.,Overgangsydelser,,"Eye care, 3 grade strong subjective symptom of dry eye"
"Ortopædisk Kirurgi, Ingen tekst tilgængelig",10,202261,20,Orthopaedic surgery,,,,"Ortopædisk Kirurgi, (no text available)"
"Ortopædisk kirurgi, (procedure not documented)",36,202607,20,Orthopaedic surgery,,,,"Orthopedic surgery, (procedure not documented)"
"Ortopædisk kirurgi, 1. Kons.",1,200110,20,Orthopaedic surgery,Konsultation,Ortopædisk Kirurgi,,"Orthopedic Surgery, 1st Consultation"
"Ortopædisk kirurgi, 1. Kons. M/operat.Mv",1,200111,20,Orthopaedic surgery,Konsultation,Ortopædisk Kirurgi,,"Orthopedic surgery, 1st Consultation Pre-operative Mv"
"Ortopædisk kirurgi, 2. Kons.",1,200120,20,Orthopaedic surgery,Konsultation,Ortopædisk Kirurgi,,"Orthopedic surgery, 2nd Consultation"
"Ortopædisk kirurgi, Afstandstillæg",1,201101,20,Orthopaedic surgery,Afstandstillæg,Besøg og Afst.tillæg,,"Orthopedic Surgery, Distance Treatment"
"Ortopædisk kirurgi, Amput. Finger 1. An.",1,204126,20,Orthopaedic surgery,1. Operation An.,Operationer An.,,"Orthopedic Surgery, Amputation of Finger 1. An."
"Ortopædisk kirurgi, Amputat. Finger   1.",1,203126,20,Orthopaedic surgery,1. Operation,Særydelser,,"Orthopedic Surgery, Amputation of Finger 1."
"Ortopædisk kirurgi, Amputat. Finger Flg.",1,203226,20,Orthopaedic surgery,Følgende Operationer,Særydelser,,"Orthopedic surgery, Amputation. Finger Flg."
"Ortopædisk kirurgi, Art knæ min flg op",1,203250,20,Orthopaedic surgery,Følgende Operationer,Særydelser,,"Orthopedic Surgery, Joint Knife Min Follow Up"
"Ortopædisk kirurgi, Art knæ stør flg op",1,203251,20,Orthopaedic surgery,Følgende Operationer,Særydelser,,"Orthopedic surgery, Artificial joint follow-up"
"Ortopædisk kirurgi, Artr. Fingerl. Fg.An",1,204242,20,Orthopaedic surgery,Følg. Operationer An,Operationer An.,,"Orthopedic Surgery, Arthroscopy Finger Joint Arthroscopy Fg.An"
"Ortopædisk kirurgi, Artro knæ mindre ind",1,203150,20,Orthopaedic surgery,1. Operation,Særydelser,,"Orthopedic Surgery, Arthro minor intervention"
"Ortopædisk kirurgi, Artro knæ/st.indgreb",1,203151,20,Orthopaedic surgery,1. Operation,Særydelser,,"Orthopedic Surgery, Arthroscopic Intervention Metal"
"Ortopædisk kirurgi, Artro. Fingerl. 1.An",1,204142,20,Orthopaedic surgery,1. Operation An.,Operationer An.,,"Orthopedic surgery, Arthroscopy Finger 1.An"
"Ortopædisk kirurgi, Artrod. Fingerl.  1.",1,203142,20,Orthopaedic surgery,1. Operation,Særydelser,,"Orthopedic surgery, Arthrodesis finger 1."
"Ortopædisk kirurgi, Artrod. Fingerl. Flg",1,203242,20,Orthopaedic surgery,Følgende Operationer,Særydelser,,"Orthopedic Surgery, Finger Joint Arthrodesis Flg"
"Ortopædisk kirurgi, Behandl. Brud 1.",1,203138,20,Orthopaedic surgery,1. Operation,Særydelser,,"Orthopedic Surgery, Treatment of Fracture 1."
"Ortopædisk kirurgi, Behandl. Brud 1. An.",1,204138,20,Orthopaedic surgery,1. Operation An.,Operationer An.,,"Orthopedic surgery, Treatment of First Ankle Fracture"
"Ortopædisk kirurgi, Behandl. Brud Fg. An",1,204238,20,Orthopaedic surgery,Følg. Operationer An,Operationer An.,,"Orthopedic Surgery, Treatment of Fracture Femur Anterior"
"Ortopædisk kirurgi, Behandl. Brud Flg.",1,203238,20,Orthopaedic surgery,Følgende Operationer,Særydelser,,"Orthopedic surgery, Treat Fract Forearm"
"Ortopædisk kirurgi, Besøg",1,201401,20,Orthopaedic surgery,Besøg,Besøg og Afst.tillæg,,"Orthopedic Surgery, Visit"
"Ortopædisk kirurgi, Biopsi",1,202101,20,Orthopaedic surgery,Biopsi,Tillægsydelser,,"Orthopedic Surgery, Biopsy"
"Ortopædisk kirurgi, Diag. Artro. M. Ope.",1,202002,20,Orthopaedic surgery,Tillægsydelser,Tillægsydelser,,"Orthopedic surgery, Diagnostic Arthro. Muscle Operation"
"Ortopædisk kirurgi, Diagnost. Artroscopi",1,202001,20,Orthopaedic surgery,Tillægsydelser,Tillægsydelser,,"Orthopedic surgery, Diagnostic Arthroscopy"
"Ortopædisk kirurgi, Doppler",1,202602,20,Orthopaedic surgery,Intra-artikul.injek.,Tillægsydelser,,"Orthopedic Surgery, Doppler Study"
"Ortopædisk kirurgi, Dopplerus. af vener",1,203800,20,Orthopaedic surgery,Dopplerus. af vener,Særydelser,,"Orthopedic surgery, venous Doppler ultrasound"
"Ortopædisk kirurgi, Duplexscan. af vener",1,203801,20,Orthopaedic surgery,Dopplerus. af vener,Særydelser,,"Orthopedic surgery, Duplex scan of veins"
"Ortopædisk kirurgi, Dupuytren",1,203148,20,Orthopaedic surgery,1. Operation,Særydelser,,"Orthopedic surgery, Dupuytren"
"Ortopædisk kirurgi, Dupuytren flg op",1,203248,20,Orthopaedic surgery,Følgende Operationer,Særydelser,,"Orthopedic Surgery, Dupuytren's Flg Operation"
"Ortopædisk kirurgi, E-mail konsultation",1,200105,20,Orthopaedic surgery,Konsultation,Ortopædisk Kirurgi,,"Orthopedic Surgery, Email Consultation"
"Ortopædisk kirurgi, Fj. Svulst H. Fg. An",1,204220,20,Orthopaedic surgery,Følg. Operationer An,Operationer An.,,"Orthopedic Surgery, Excisional Biopsy Hand Finger An"
"Ortopædisk kirurgi, Fj. af svulst i musk",1,203140,20,Orthopaedic surgery,1. Operation,Særydelser,,"Orthopedic surgery, Excision of tumor in muscle"
"Ortopædisk kirurgi, Fj.svusl musk flg op",1,203240,20,Orthopaedic surgery,Følgende Operationer,Særydelser,,"Orthopedic surgery, Fracture screw muscle flap operation"
"Ortopædisk kirurgi, Fjer. Spoleb. Fg. An",1,204243,20,Orthopaedic surgery,Følg. Operationer An,Operationer An.,,"Orthopedic surgery, Excision screw fixation AN"
"Ortopædisk kirurgi, Fjer. Svulst H. 1.An",1,204120,20,Orthopaedic surgery,1. Operation An.,Operationer An.,,"Orthopedic surgery, Follow-up Tumor H. 1.An"
"Ortopædisk kirurgi, Fjern. Negl       1.",1,203118,20,Orthopaedic surgery,1. Operation,Særydelser,,"Orthopedic Surgery, Nail Removal"
"Ortopædisk kirurgi, Fjern. Negl     Flg.",1,203218,20,Orthopaedic surgery,Følgende Operationer,Særydelser,,"Orthopedic surgery, Nail Removal Finger Toe"
"Ortopædisk kirurgi, Fjern. Neglel. 1. An",1,204137,20,Orthopaedic surgery,1. Operation An.,Operationer An.,,"Orthopedic Surgery, Nail Bed Excision 1st An"
"Ortopædisk kirurgi, Fjern. Negleleje  1.",1,203137,20,Orthopaedic surgery,1. Operation,Særydelser,,"Orthopedic surgery, Nail Removal 1."
"Ortopædisk kirurgi, Fjern. Negleleje Flg",1,203237,20,Orthopaedic surgery,Følgende Operationer,Særydelser,,"Orthopedic Surgery, Nail Removal Follow-up"
"Ortopædisk kirurgi, Fjern. Spoleb. 1. An",1,204143,20,Orthopaedic surgery,1. Operation An.,Operationer An.,,"Orthopedic Surgery, Removal Screw Bone 1st Attempt"
"Ortopædisk kirurgi, Fjern. Spoleben.  1.",1,203143,20,Orthopaedic surgery,1. Operation,Særydelser,,"Orthopedic surgery, Removal of Hip Screw 1."
"Ortopædisk kirurgi, Fjern. Spoleben.Flg.",1,203243,20,Orthopaedic surgery,Følgende Operationer,Særydelser,,"Orthopedic Surgery, Removal of Elbow Implant"
"Ortopædisk kirurgi, Fjern. Svulst Hud 1.",1,203120,20,Orthopaedic surgery,1. Operation,Særydelser,,"Orthopedic Surgery, Removal of Skin Tumor 1"
"Ortopædisk kirurgi, Fjern. Svulst Hud Fg",1,203220,20,Orthopaedic surgery,Følgende Operationer,Særydelser,,"Orthopedic surgery, Excision of skin tumor"
"Ortopædisk kirurgi, Gips ifm. op",1,202605,20,Orthopaedic surgery,Intra-artikul.injek.,Tillægsydelser,,"Orthopedic surgery, Cast with operation"
"Ortopædisk kirurgi, Gipsbandager",2,202604,20,Orthopaedic surgery,Intra-artikul.injek.,Tillægsydelser,,"Orthopedic surgery, Cast application"
"Ortopædisk kirurgi, Injekt. åre 1.Kons.",1,203301,20,Orthopaedic surgery,Injekt. Åreknuder,Særydelser,,"Orthopedic Surgery, Injection First Consultation."
"Ortopædisk kirurgi, Injekt. åre Sen.Kons",1,203302,20,Orthopaedic surgery,Injekt. Åreknuder,Særydelser,,"Orthopedic surgery, Injection Ear Soft Tissue Consultation"
"Ortopædisk kirurgi, Intra-artikul.injek.",1,202601,20,Orthopaedic surgery,Intra-artikul.injek.,Tillægsydelser,,"Orthopedic surgery, Intra-articular injection."
"Ortopædisk kirurgi, Knogleforskyd flg op",1,203249,20,Orthopaedic surgery,Følgende Operationer,Særydelser,,"Orthopedic surgery, Bone displacement follow-up"
"Ortopædisk kirurgi, Knogleforskyds. op",1,203149,20,Orthopaedic surgery,1. Operation,Særydelser,,"Orthopedic Surgery, Bone Osteotomy Op"
"Ortopædisk kirurgi, Knæoperation  3A15",1,205210,20,Orthopaedic surgery,Zinklim-og plas.bind,3-aftaler,,"Orthopedic surgery, Knee operation 3A15"
"Ortopædisk kirurgi, Ledbåndsrekon",1,203147,20,Orthopaedic surgery,1. Operation,Særydelser,,"Orthopedic Surgery, Joint Reconstruction"
"Ortopædisk kirurgi, Ledbåndsrekon flg op",1,203247,20,Orthopaedic surgery,Følgende Operationer,Særydelser,,"Orthopedic Surgery, Joint Reconstruction Follow-up"
"Ortopædisk kirurgi, Nerveafklem flg op",1,203246,20,Orthopaedic surgery,Følgende Operationer,Særydelser,,"Orthopedic surgery, Nerve decompression following operation"
"Ortopædisk kirurgi, Nerveafklemning",2,203146,20,Orthopaedic surgery,1. Operation,Særydelser,,"Orthopedic Surgery, Nerve Decompression"
"Ortopædisk kirurgi, Op. Bullen Fing. Flg",1,203227,20,Orthopaedic surgery,Følgende Operationer,Særydelser,,"Orthopedic surgery, Op. Bullen Finger. Flg"
"Ortopædisk kirurgi, Op. Bullen Fing.1.An",1,204127,20,Orthopaedic surgery,1. Operation An.,Operationer An.,,"Orthopedic Surgery, Operation of Thumb Metacarpophalangeal Joint 1.An"
"Ortopædisk kirurgi, Op. Kon. Håndf. 1.An",1,204145,20,Orthopaedic surgery,1. Operation An.,Operationer An.,,"Orthopedic surgery, Operative Consultation Hand 1.An"
"Ortopædisk kirurgi, Op. Kon.Håndf. Fg.An",1,204245,20,Orthopaedic surgery,Følg. Operationer An,Operationer An.,,"Orthopedic surgery, Hand Fracture Operation Finger"
"Ortopædisk kirurgi, Op. Kont. Håndfl. 1.",1,203145,20,Orthopaedic surgery,1. Operation,Særydelser,,"Orthopedic Surgery, Operation Control Hand Fracture 1"
"Ortopædisk kirurgi, Op. Kont. Håndfl.Flg",1,203245,20,Orthopaedic surgery,Følgende Operationer,Særydelser,,"Orthopedic Surgery, Operation Control Hand Follow-up"
"Ortopædisk kirurgi, Op. Slidg. St.Tå Flg",1,203244,20,Orthopaedic surgery,Følgende Operationer,Særydelser,,"Orthopedic Surgery, Op. Ligament St. Tibial Flg"
"Ortopædisk kirurgi, Op. Slidg.St.Tå 1.An",1,204144,20,Orthopaedic surgery,1. Operation An.,Operationer An.,,"Orthopedic Surgery, Operation Sliding Femoral Trochanteric Nail 1.An"
"Ortopædisk kirurgi, Op. Slidgigt St.Tå 1",1,203144,20,Orthopaedic surgery,1. Operation,Særydelser,,"Orthopedic Surgery, Operation of Slipped Capital Femoral Epiphysis Type 1"
"Ortopædisk kirurgi, Op. Springfing. 1.An",1,204133,20,Orthopaedic surgery,1. Operation An.,Operationer An.,,"Orthopedic surgery, Operation Mallet Finger 1.Annen"
"Ortopædisk kirurgi, Op. Springfing.Fg.An",1,204233,20,Orthopaedic surgery,Følg. Operationer An,Operationer An.,,"Orthopedic surgery, Surgery of Middle Finger Fracture"
"Ortopædisk kirurgi, Op.Slidg.St.Tå Fg.An",1,204244,20,Orthopaedic surgery,Følg. Operationer An,Operationer An.,,"Orthopedic surgery, Slipped Capital Femoral Epiphysis Operation Finger"
"Ortopædisk kirurgi, Op.årekn.ex lysk.ve",1,203803,20,Orthopaedic surgery,Dopplerus. af vener,Særydelser,,"Orthopedic surgery, Operation planning with light anesthesia"
"Ortopædisk kirurgi, Op.årekn.ex.lysk.hø",1,203802,20,Orthopaedic surgery,Dopplerus. af vener,Særydelser,,"Orthopedic surgery, operative resection of exostosis NEC"
"Ortopædisk kirurgi, Op.årekn.i lysk.hø.b",1,203804,20,Orthopaedic surgery,Dopplerus. af vener,Særydelser,,"Orthopedic Surgery, Preoperative Examination in Light Anesthesia"
"Ortopædisk kirurgi, Op.årekn.i lysk.ve.b",1,203805,20,Orthopaedic surgery,Dopplerus. af vener,Særydelser,,"Orthopedic Surgery, Operation planned in light vein"
"Ortopædisk kirurgi, Ope. Hammertå Flg An",1,204225,20,Orthopaedic surgery,Følg. Operationer An,Operationer An.,,"Orthopedic Surgery, Operation Hammer Toe Flapping Anesthesia"
"Ortopædisk kirurgi, Ope. Knyst        1.",1,203134,20,Orthopaedic surgery,1. Operation,Særydelser,,"Orthopedic surgery, Operation of joint 1."
"Ortopædisk kirurgi, Ope. Knyst     Flg.",1,203234,20,Orthopaedic surgery,Følgende Operationer,Særydelser,,"Orthopedic Surgery, Knee Operation Flg."
"Ortopædisk kirurgi, Ope. Knyst 1. An.",1,204134,20,Orthopaedic surgery,1. Operation An.,Operationer An.,,"Orthopedic surgery, Operation Knee 1st Ankle"
"Ortopædisk kirurgi, Ope. Knyst Flg. An.",1,204234,20,Orthopaedic surgery,Følg. Operationer An,Operationer An.,,"Orthopedic surgery, Operation Knee Flexible Anchors"
"Ortopædisk kirurgi, Ope. Senekn. Flg An.",1,204235,20,Orthopaedic surgery,Følg. Operationer An,Operationer An.,,"Orthopedic Surgery, Operation of Wrist Joint Flg An."
"Ortopædisk kirurgi, Ope. Seneknude    1.",1,203135,20,Orthopaedic surgery,1. Operation,Særydelser,,"Orthopedic surgery, Operation of inguinal hernia 1."
"Ortopædisk kirurgi, Ope. Seneknude  Flg.",1,203235,20,Orthopaedic surgery,Følgende Operationer,Særydelser,,"Orthopedic Surgery, Open Suturing Flg."
