# id	da_full	en	confidence	residual
297	Ortopædisk kirurgi, Knogleforskyds. operation	Orthopaedic surgery, Knogleforskyds. operation	low	Y
298	Ortopædisk kirurgi, Knæoperation  3A15	Orthopaedic surgery, Knee operation 3a15	high	
299	Ortopædisk kirurgi, Ledbåndsrekon	Orthopaedic surgery, Ligament reconstruction	high	
300	Ortopædisk kirurgi, Ledbåndsrekon følgende operation	Orthopaedic surgery, Ligament reconstruction subsequent operation	high	
301	Ortopædisk kirurgi, Nerveafklem følgende operation	Orthopaedic surgery, Nerveafklem subsequent operation	high	
302	Ortopædisk kirurgi, Nerveafklemning	Orthopaedic surgery, Nerveafklemning	low	Y
303	Ortopædisk kirurgi, operation Bullen Fing. følgende	Orthopaedic surgery, Operation bullen fing. subsequent	low	Y
304	Ortopædisk kirurgi, operation Bullen Fing 1 anæstesi	Orthopaedic surgery, Operation bullen fing 1 anaesthesia	high	
305	Ortopædisk kirurgi, operation Kon. Håndf. 1 anæstesi	Orthopaedic surgery, Operation kon. håndf. 1 anaesthesia	low	Y
306	Ortopædisk kirurgi, operation Kon.Håndf. Fg anæstesi	Orthopaedic surgery, Operation kon.håndf. fg anaesthesia	low	Y
307	Ortopædisk kirurgi, operation kontrol Håndfl. 1.	Orthopaedic surgery, Operation follow-up palm. 1.	low	Y
308	Ortopædisk kirurgi, operation kontrol Håndfl følgende	Orthopaedic surgery, Operation follow-up palm subsequent	high	
309	Ortopædisk kirurgi, operation Slidg. St.Tå følgende	Orthopaedic surgery, Operation osteoarthritis. st.tå subsequent	low	Y
310	Ortopædisk kirurgi, operation Slidg.St.Tå 1 anæstesi	Orthopaedic surgery, Operation osteoarthritis.st.tå 1 anaesthesia	low	Y
311	Ortopædisk kirurgi, operation Slidgigt St.Tå 1	Orthopaedic surgery, Operation osteoarthritis st.tå 1	low	Y
312	Ortopædisk kirurgi, operation Springfing. 1 anæstesi	Orthopaedic surgery, Operation springfing. 1 anaesthesia	low	Y
313	Ortopædisk kirurgi, operation Springfing Fg anæstesi	Orthopaedic surgery, Operation springfing fg anaesthesia	low	Y
314	Ortopædisk kirurgi, operation Slidg St Tå Fg anæstesi	Orthopaedic surgery, Operation osteoarthritis st tå fg anaesthesia	low	Y
315	Ortopædisk kirurgi, operation årekn ex lysk.ve	Orthopaedic surgery, Operation varicose veins ex lysk.ve	high	
316	Ortopædisk kirurgi, operation årekn ex lysk hø	Orthopaedic surgery, Operation varicose veins ex lysk hø	low	Y
317	Ortopædisk kirurgi, operation årekn i lysk.hø.b	Orthopaedic surgery, Operation varicose veins in lysk.hø.b	low	Y
318	Ortopædisk kirurgi, operation årekn i lysk.ve.b	Orthopaedic surgery, Operation varicose veins in lysk.ve.b	high	
319	Ortopædisk kirurgi, operation Hammertå følgende anæstesi	Orthopaedic surgery, Operation hammer toe subsequent anaesthesia	high	
320	Ortopædisk kirurgi, operation Knyst        1.	Orthopaedic surgery, Operation knyst 1.	high	
321	Ortopædisk kirurgi, operation Knyst     følgende	Orthopaedic surgery, Operation knyst subsequent	high	
322	Ortopædisk kirurgi, operation Knyst 1. anæstesi	Orthopaedic surgery, Operation knyst 1. anaesthesia	high	
323	Ortopædisk kirurgi, operation Knyst følgende anæstesi	Orthopaedic surgery, Operation knyst subsequent anaesthesia	high	
324	Ortopædisk kirurgi, operation Senekn. følgende anæstesi	Orthopaedic surgery, Operation senekn. subsequent anaesthesia	low	Y
325	Ortopædisk kirurgi, operation Seneknude    1.	Orthopaedic surgery, Operation seneknude 1.	high	
326	Ortopædisk kirurgi, operation Seneknude  følgende	Orthopaedic surgery, Operation seneknude subsequent	high	
327	Ortopædisk kirurgi, operation Seneknude 1. anæstesi	Orthopaedic surgery, Operation seneknude 1. anaesthesia	high	
328	Ortopædisk kirurgi, operation Springfing. følgende	Orthopaedic surgery, Operation springfing. subsequent	low	Y
329	Ortopædisk kirurgi, operation Springfinger 1.	Orthopaedic surgery, Operation springfinger 1.	low	Y
330	Ortopædisk kirurgi, operation seneknude	Orthopaedic surgery, Operation seneknude	high	
331	Ortopædisk kirurgi, operation åre. Lyske 1 anæstesi	Orthopaedic surgery, Operation vein. groin 1 anaesthesia	low	Y
332	Ortopædisk kirurgi, operation årekn. Lyske 1.	Orthopaedic surgery, Operation varicose veins. groin 1.	low	Y
333	Ortopædisk kirurgi, operation årekn. Lyske Fg	Orthopaedic surgery, Operation varicose veins. groin fg	low	Y
334	Ortopædisk kirurgi, Oper. Bullen Fing.1.	Orthopaedic surgery, Operation. bullen fing.1.	low	Y
335	Ortopædisk kirurgi, operation Hammertå  1.	Orthopaedic surgery, Operation hammer toe 1.	high	
336	Ortopædisk kirurgi, operation Hammertå følgende	Orthopaedic surgery, Operation hammer toe subsequent	high	
337	Ortopædisk kirurgi, operation åreknud. følgende	Orthopaedic surgery, Operation varicose veins. subsequent	low	Y
338	Ortopædisk kirurgi, operation åreknuder 1.	Orthopaedic surgery, Operation varicose veins 1.	high	
339	Ortopædisk kirurgi, Oscillometri *2 Ex*6	Orthopaedic surgery, Oscillometri *2 ex*6	low	Y
340	Ortopædisk kirurgi, Plast. Oper. følgende anæstesi	Orthopaedic surgery, Plast. operation. subsequent anaesthesia	low	Y
341	Ortopædisk kirurgi, Plast. operation    1.	Orthopaedic surgery, Plast. operation 1.	low	Y
342	Ortopædisk kirurgi, Plast. operation  følgende	Orthopaedic surgery, Plast. operation subsequent	low	Y
343	Ortopædisk kirurgi, Plast. operation 1. anæstesi	Orthopaedic surgery, Plast. operation 1. anaesthesia	low	Y
344	Ortopædisk kirurgi, Pulsoxymetri	Orthopaedic surgery, Pulsoxymetri	high	
345	Ortopædisk kirurgi, Rensn. Småsår 1. anæstesi	Orthopaedic surgery, Rensn. minor wounds 1. anaesthesia	low	Y
346	Ortopædisk kirurgi, Rensning Småsår   1.	Orthopaedic surgery, Rensning minor wounds 1.	low	Y
347	Ortopædisk kirurgi, Rensning Småsår følgende	Orthopaedic surgery, Rensning minor wounds subsequent	low	Y
348	Ortopædisk kirurgi, Revision Sår      1.	Orthopaedic surgery, Revision wound 1.	high	
349	Ortopædisk kirurgi, Revision Sår   følgende	Orthopaedic surgery, Revision wound subsequent	high	
350	Ortopædisk kirurgi, Revision Sår 1.  anæstesi	Orthopaedic surgery, Revision wound 1. anaesthesia	high	
351	Ortopædisk kirurgi, Senere konsultation	Orthopaedic surgery, Later consultation	high	
352	Ortopædisk kirurgi, Synov. Hånd følgende anæstesi	Orthopaedic surgery, Synov. hand subsequent anaesthesia	low	Y
353	Ortopædisk kirurgi, Synovect. Hånd    1.	Orthopaedic surgery, Synovect. hand 1.	low	Y
354	Ortopædisk kirurgi, Synovect. Hånd 1. anæstesi	Orthopaedic surgery, Synovect. hand 1. anaesthesia	low	Y
355	Ortopædisk kirurgi, Synovect. Hånd følgende	Orthopaedic surgery, Synovect. hand subsequent	low	Y
356	Ortopædisk kirurgi, Tapn. i led       1.	Orthopaedic surgery, Tapn. in joint 1.	low	Y
357	Ortopædisk kirurgi, Tapn. i led     følgende	Orthopaedic surgery, Tapn. in joint subsequent	low	Y
358	Ortopædisk kirurgi, Tapn. i led 1. anæstesi	Orthopaedic surgery, Tapn. in joint 1. anaesthesia	low	Y
359	Ortopædisk kirurgi, Tapn. i led følgende anæstesi	Orthopaedic surgery, Tapn. in joint subsequent anaesthesia	low	Y
360	Ortopædisk kirurgi, Tenosynovectomi hånd	Orthopaedic surgery, Tenosynovectomi hand	high	
361	Ortopædisk kirurgi, telefon konsultation	Orthopaedic surgery, Telephone consultation	high	
362	Ortopædisk kirurgi, telefon rådg prakt læge	Orthopaedic surgery, Telephone rådg prakt doctor	low	Y
363	Ortopædisk kirurgi, Zinklim- & Plastbind	Orthopaedic surgery, Zinklim- & plastbind	high	
364	Ortopædisk kirurgi, Zinklim-og plas.bind	Orthopaedic surgery, Zinklim-and plas.bind	high	
365	Ortopædisk kirurgi, analog.fj.svulst mus	Orthopaedic surgery, Analog.removal.svulst mus	high	
366	Ortopædisk kirurgi, opr. årekn. i lysken	Orthopaedic surgery, Opr. varicose veins. in lysken	low	Y
367	Ortopædisk kirurgi, tillæg for tolk	Orthopaedic surgery, Supplement for interpreter	high	
368	Ortopædisk kirurgi, tolkebistand	Orthopaedic surgery, Interpreter assistance	high	
369	Ørelægehjælp, (procedure not documented)	ENT service, (procedure not documented)	low	
370	Ørelægehjælp, 1. Konsultation	ENT service, 1. consultation	high	
371	Ørelægehjælp, 1. Konsultation All.	ENT service, 1. consultation all.	low	Y
372	Ørelægehjælp, 1. konsultation all.  3A20	ENT service, 1. consultation all. 3a20	low	Y
373	Ørelægehjælp, 1.kon.  3-aft.  A.80	ENT service, 1.kon. 3-aft. a.80	high	
374	Ørelægehjælp, 1 konsultation    allergol.	ENT service, 1 consultation allergol.	low	Y
375	Ørelægehjælp, 2. Konsultation All.	ENT service, 2. consultation all.	low	Y
376	Ørelægehjælp, 2. konsultation all.  3A20	ENT service, 2. consultation all. 3a20	low	Y
377	Ørelægehjælp, 2.kon.  3-aft.  A.80	ENT service, 2.kon. 3-aft. a.80	high	
378	Ørelægehjælp, 2 konsultation    allergol.	ENT service, 2 consultation allergol.	low	Y
379	Ørelægehjælp, Afstandstillæg	ENT service, Distance supplement	high	
380	Ørelægehjælp, Akustisk rhinometri	ENT service, Akustisk rhinometri	low	Y
381	Ørelægehjælp, Alaplastik	ENT service, Alaplastik	high	
382	Ørelægehjælp, Basisyd.  3-aft.A65	ENT service, Basisyd. 3-aft.a65	low	Y
383	Ørelægehjælp, behandling af næsebl. med til	ENT service, Treatment of nosebleed. with to	low	Y
384	Ørelægehjælp, Besøg med Operation	ENT service, Visit with operation	high	
385	Ørelægehjælp, Besøg uden Operation	ENT service, Visit without operation	high	
386	Ørelægehjælp, Bihuleoperat.,Antro.	ENT service, Bihuleoperat.,antro.	low	Y
387	Ørelægehjælp, Bihuleoperat.,Luc C.	ENT service, Bihuleoperat.,luc c.	low	Y
388	Ørelægehjælp, Biopsi	ENT service, Biopsy	high	
389	Ørelægehjælp, Blokade af ansigtner	ENT service, Block of ansigtner	high	
390	Ørelægehjælp, Bronchoskopi	ENT service, Bronchoskopi	high	
391	Ørelægehjælp, Concha	ENT service, Concha	high	
392	Ørelægehjælp, Concha_         anæstesi	ENT service, Concha_ anaesthesia	high	
393	Ørelægehjælp, Cpap Vejle amt	ENT service, Cpap vejle amt	high	
394	Ørelægehjælp, Cutanprøv. 3-aft.A80	ENT service, Cutanprøv. 3-aft.a80	low	Y
395	Ørelægehjælp, Cutanprøve	ENT service, Skin test	high	
396	Ørelægehjælp, Cutanprøve allergol.	ENT service, Skin test allergol.	low	Y
397	Ørelægehjælp, Cutanprøver  3A20	ENT service, Skin tests 3a20	high	
398	Ørelægehjælp, Dob. endoskopisk rhi	ENT service, Dob. endoskopisk rhi	low	Y
399	Ørelægehjælp, ENG	ENT service, Eng	high	
400	Ørelægehjælp, ERA	ENT service, Era	high	
401	Ørelægehjælp, Finnålsdiagnostik	ENT service, Finnålsdiagnostik	low	Y
402	Ørelægehjælp, Fj. Slimpol. Næse anæstesi	ENT service, Removal. slimpol. nose anaesthesia	low	Y
403	Ørelægehjælp, Fj. drøbelen	ENT service, Removal. drøbelen	low	Y
404	Ørelægehjælp, Fjer. Slimpoly. Næse	ENT service, Fjer. slimpoly. nose	low	Y
405	Ørelægehjælp, Fjer. af god. svulst	ENT service, Fjer. of god. svulst	low	Y
406	Ørelægehjælp, Fjer. frem. i strube	ENT service, Fjer. frem. in strube	low	Y
407	Ørelægehjælp, Fjer. tumor i strub.	ENT service, Fjer. tumor in strub.	low	Y
408	Ørelægehjælp, Fjer. tumor med sutur	ENT service, Fjer. tumor with sutur	low	Y
409	Ørelægehjælp, Fjer. tumor uden sutur	ENT service, Fjer. tumor without sutur	low	Y
410	Ørelægehjælp, fjernelse Aden. Veg. anæstesi	ENT service, Removal aden. veg. anaesthesia	low	Y
411	Ørelægehjælp, fjernelse Adenoide Veg.	ENT service, Removal adenoide veg.	low	Y
412	Ørelægehjælp, fjernelse Fremmedlegeme	ENT service, Removal fremmedlegeme	high	
413	Ørelægehjælp, fjernelse Mandler	ENT service, Removal mandler	high	
414	Ørelægehjælp, fjernelse Spytkirt.Kæbe	ENT service, Removal spytkirt.jaw	high	
415	Ørelægehjælp, fjernelse Svulst Strub.	ENT service, Removal svulst strub.	low	Y
416	Ørelægehjælp, fjernelse frem.lgm. følgende	ENT service, Removal frem.lgm. subsequent	high	
417	Ørelægehjælp, fjernelse ørepolypp. anæstesi	ENT service, Removal ørepolypp. anaesthesia	low	Y
418	Ørelægehjælp, fjernelse ørepolypp anæstesi	ENT service, Removal ørepolypp anaesthesia	low	Y
419	Ørelægehjælp, fjernelse ørepolypper	ENT service, Removal ear polyps	high	
420	Ørelægehjælp, Fjr. tumor rek.kir.	ENT service, Fjr. tumor rek.kir.	low	Y
421	Ørelægehjælp, Forund.høreapp. A80	ENT service, Forund.høreapp. a80	low	Y
422	Ørelægehjælp, Forunds.  3 A20	ENT service, Forunds. 3 a20	low	Y
423	Ørelægehjælp, Forunds.  3 A65	ENT service, Forunds. 3 a65	low	Y
424	Ørelægehjælp, Forunds. mhp høreapp	ENT service, Forunds. mhp høreapp	low	Y
425	Ørelægehjælp, Gennem-Sk. Trommeh.	ENT service, Gennem-sk. trommeh.	low	Y
426	Ørelægehjælp, Gennem-Sk Trommeh anæstesi	ENT service, Gennem-sk trommeh anaesthesia	high	
427	Ørelægehjælp, Høreapparat A80	ENT service, Hearing aid a80	high	
428	Ørelægehjælp, Høreapparattilp. fl.	ENT service, Høreapparattilp. fl.	low	Y
429	Ørelægehjælp, Høreapparattilpasn.	ENT service, Høreapparattilpasn.	low	Y
430	Ørelægehjælp, Impedansaudiometri	ENT service, Impedansaudiometri	high	
431	Ørelægehjælp, Incision af byld	ENT service, Incision of byld	high	
432	Ørelægehjælp, Incision byld i hals	ENT service, Incision byld in hals	high	
433	Ørelægehjælp, Indgreb på concha	ENT service, Indgreb on concha	high	
434	Ørelægehjælp, Infudnibulektomi	ENT service, Infudnibulektomi	high	
435	Ørelægehjælp, Ingen tekst tilgængelig	ENT service, No text available	high	
436	Ørelægehjælp, Kaust. behandling Næsen	ENT service, Caustic. treatment the nose	low	Y
437	Ørelægehjælp, Kaust. behandling Næsen anæstesi	ENT service, Caustic. treatment the nose anaesthesia	low	Y
438	Ørelægehjælp, Korr. Næseskillevæg	ENT service, Correction. næseskillevæg	low	Y
439	Ørelægehjælp, Kørselsgodtgør.  i	ENT service, Mileage allowance. in	low	Y
440	Ørelægehjælp, Meche-beh. bet.øreg.	ENT service, Meche-beh. bet.øreg.	low	Y
441	Ørelægehjælp, Meche-beh. følgende	ENT service, Meche-beh. subsequent	high	
442	Ørelægehjælp, Mellemøreop. med t&m	ENT service, Middle-ear operation. with t&m	low	Y
443	Ørelægehjælp, Mellemøreop. med tympanometri	ENT service, Middle-ear operation. with tympanometry	low	Y
444	Ørelægehjælp, Mellemøreop.,Fremkl.	ENT service, Middle-ear operation.,fremkl.	low	Y
445	Ørelægehjælp, Mellemøreoperat. anæstesi	ENT service, Mellemøreoperat. anaesthesia	low	Y
446	Ørelægehjælp, Mellemøreoperation	ENT service, Middle-ear operation	high	
447	Ørelægehjælp, Monit. af søvnapnø	ENT service, Monit. of søvnapnø	low	Y
448	Ørelægehjælp, Myringoplast. med ris	ENT service, Myringoplast. with ris	low	Y
449	Ørelægehjælp, Myringoplast. med tra	ENT service, Myringoplast. with tra	low	Y
450	Ørelægehjælp, Måling af ota. emi.	ENT service, Measurement of ota. emi.	low	Y
451	Ørelægehjælp, Oesophagoskopi	ENT service, Oesophagoskopi	high	
452	Ørelægehjælp, Oper. Kæbe Tandl anæstesi	ENT service, Operation. jaw tandl anaesthesia	low	Y
453	Ørelægehjælp, Oper. Stritøre 1.A20	ENT service, Operation. protruding ears 1.a20	low	Y
454	Ørelægehjælp, Oper. af kort tung.	ENT service, Operation. of kort tung.	low	Y
455	Ørelægehjælp, operation Kæbe. Tandl.	ENT service, Operation jaw. tandl.	low	Y
456	Ørelægehjælp, operation Spytkirt. anæstesi	ENT service, Operation spytkirt. anaesthesia	low	Y
457	Ørelægehjælp, operation Spytkirtl.	ENT service, Operation spytkirtl.	low	Y
458	Ørelægehjælp, operation Stritøre	ENT service, Operation protruding ears	high	
459	Ørelægehjælp, operation Stritøre Fg	ENT service, Operation protruding ears fg	low	Y
460	Ørelægehjælp, operation Ydre Næse	ENT service, Operation ydre nose	high	
461	Ørelægehjælp, operation Ydre Næse anæstesi	ENT service, Operation ydre nose anaesthesia	high	
462	Ørelægehjælp, Oprens.radikalkavite	ENT service, Oprens.radikalkavite	high	
463	Ørelægehjælp, Oprensn. følgende	ENT service, Oprensn. subsequent	low	Y
464	Ørelægehjælp, Otolit repositionsm.	ENT service, Otolit repositionsm.	low	Y
465	Ørelægehjælp, Otoneurologisk undersøgelse	ENT service, Otoneurologisk examination	low	Y
466	Ørelægehjælp, Paracentese	ENT service, Paracentese	high	
467	Ørelægehjælp, Priktest  3-aft. A65	ENT service, Priktest 3-aft. a65	high	
468	Ørelægehjælp, Projektregistrering	ENT service, Projektregistrering	high	
469	Ørelægehjælp, Puls-oxymetri	ENT service, Puls-oxymetri	high	
470	Ørelægehjælp, punktur af Kæbehul anæstesi	ENT service, Puncture of kæbehul anaesthesia	low	Y
471	Ørelægehjælp, punktur af Kæbehule	ENT service, Puncture of maxillary sinus	high	
472	Ørelægehjælp, Rhinoplastik	ENT service, Rhinoplastik	high	
473	Ørelægehjælp, Sen. kon.  3-aft.A80	ENT service, Sen. kon. 3-aft.a80	low	Y
474	Ørelægehjælp, Sen konsultation  allergol.	ENT service, Sen consultation allergol.	low	Y
475	Ørelægehjælp, Senere konsultation All.	ENT service, Later consultation all.	low	Y
476	Ørelægehjælp, Senere Konsultation	ENT service, Later consultation	high	
477	Ørelægehjælp, Senere kon.all  3A20	ENT service, Later kon.all 3a20	high	
478	Ørelægehjælp, Septumplastik	ENT service, Septumplastik	high	
479	Ørelægehjælp, Sinoscopi	ENT service, Sinoscopi	high	
480	Ørelægehjælp, Sinoscopi      anæstesi	ENT service, Sinoscopi anaesthesia	high	
481	Ørelægehjælp, Sinoscopi      _ anæstesi	ENT service, Sinoscopi _ anaesthesia	high	
482	Ørelægehjælp, Stemmeanalyse	ENT service, Stemmeanalyse	high	
483	Ørelægehjælp, Streptokokantigent.	ENT service, Streptokokantigent.	low	Y
484	Ørelægehjælp, Stroposkopi	ENT service, Stroposkopi	high	
485	Ørelægehjælp, Suturfjernelse	ENT service, Suturfjernelse	low	Y
486	Ørelægehjælp, Suturfjernelse følgende	ENT service, Suturfjernelse subsequent	low	Y
487	Ørelægehjælp, Taleaudiometri	ENT service, Taleaudiometri	high	
488	Ørelægehjælp, Telef. kon.all  3A20	ENT service, Telef. kon.all 3a20	low	Y
489	Ørelægehjælp, Telefonkons. All.	ENT service, Telefonkons. all.	low	Y
490	Ørelægehjælp, Tillæg for tolk	ENT service, Supplement for interpreter	high	
491	Ørelægehjælp, Tillæg for tolk All.	ENT service, Supplement for interpreter all.	low	Y
492	Ørelægehjælp, Tilp.CPAP amt 65	ENT service, Tilp.cpap amt 65	high	
493	Ørelægehjælp, telefon Konsultation	ENT service, Telephone consultation	high	
494	Ørelægehjælp, telefon konsultation allergol.	ENT service, Telephone consultation allergol.	low	Y
495	Ørelægehjælp, Tone/taleaudiometri	ENT service, Tone/taleaudiometri	high	
496	Ørelægehjælp, Toneaudiometri	ENT service, Toneaudiometri	high	
497	Ørelægehjælp, Tubulat. Trommeh. anæstesi	ENT service, Tubulat. trommeh. anaesthesia	low	Y
498	Ørelægehjælp, Tubulat. Trommehinde	ENT service, Tubulat. eardrum	low	Y
499	Ørelægehjælp, Tubulation af kæbeh.	ENT service, Tubulation of kæbeh.	low	Y
500	Ørelægehjælp, Udlev. og instrukt.	ENT service, Udlev. and instrukt.	low	Y
501	Ørelægehjælp, Udr.CPAP amt65	ENT service, Udr.cpap amt65	high	
502	Ørelægehjælp, Ultralydsus. bihuler	ENT service, Ultralydsus. bihuler	low	Y
